name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Takamatsu Construction Group Co. Ltd. ,1762.TSE,Japan,Construction and Engineering,626,1990,35
Nitta Corporation ,5186.TSE,Japan,Industrial Machinery and Supplies and Components,624,614,28
Andes Technology Corporation ,6533.TW,Taiwan,Semiconductors,623,32,51
Korea Petrochemical Ind. Co. Ltd. ,006650.KO,South Korea,Commodity Chemicals,622,1517,6
Sk Kaken Co.Ltd. ,4628.TSE,Japan,Specialty Chemicals,619,676,14
Maxvalu Tokai Co.Ltd. ,8198.TSE,Japan,Food Retail,619,2538,32
The Bank of Nagoya Ltd. ,8522.TSE,Japan,Regional Banks,615,495,17
Sanyo Chemical IndustriesLtd. ,4471.TSE,Japan,Specialty Chemicals,615,1173,22
Hanil Cement Co. Ltd. ,300720.KO,South Korea,Construction Materials,614,1271,69
Topre Corporation ,5975.TSE,Japan,Automotive Parts and Equipment,614,2164,53
Maeda Kosen Co. Ltd. ,7821.TSE,Japan,Construction Materials,612,347,30
SFA Semicon Co. Ltd. ,036540.KQ,South Korea,Semiconductors,611,443,164
Cub Elecparts Inc. ,2231.TW,Taiwan,Automotive Parts and Equipment,610,141,141
Enplas Corporation ,6961.TSE,Japan,Electronic Components,610,289,9
EM-Tech.CO. LTD. ,091120.KQ,South Korea,Electronic Components,608,238,17
UPC Technology Corporation ,1313.TW,Taiwan,Commodity Chemicals,608,2132,1318
Okamoto Industries Inc. ,5122.TSE,Japan,Commodity Chemicals,608,704,18
International CSRC Investment Holdings Co. Ltd. ,2104.TW,Taiwan,Commodity Chemicals,607,675,970
TSRC Corporation ,2103.TW,Taiwan,Commodity Chemicals,607,1029,826
Cheng Uei Precision Industry Co. Ltd. ,2392.TW,Taiwan,Electronic Components,606,2896,477
Iljin Hysolus Co. Ltd. ,271940.KO,South Korea,Automotive Parts and Equipment,606,73,36
Longchen Paper & Packaging Co. Ltd. ,1909.TW,Taiwan,Paper Products,605,1570,1326
The Keiyo Bank Ltd. ,8544.TSE,Japan,Regional Banks,604,456,126
Kyoei Steel Ltd. ,5440.TSE,Japan,Steel,604,2360,43
Nippon Pillar Packing Co. Ltd. ,6490.TSE,Japan,Commodity Chemicals,604,351,23
Halows Co.Ltd. ,2742.TSE,Japan,Food Retail,602,1277,21
The Ogaki Kyoritsu Bank Ltd. ,8361.TSE,Japan,Regional Banks,599,764,42
Yamae Group Holdings Co.Ltd. ,7130.TSE,Japan,Distributors,598,4172,24
Oki Electric Industry Co. Ltd. ,6703.TSE,Japan,Electronic Equipment and Instruments,598,2576,87
Pan-International Industrial Corp. ,2328.TW,Taiwan,Electronic Components,596,846,518
TTY Biopharm Company Limited ,4105.TWO,Taiwan,Pharmaceuticals,596,170,249
ESR Kendall Square REIT Co. Ltd. ,365550.KO,South Korea,Industrial REITs,595,75,213
Mimasu Semiconductor Industry Co. Ltd. ,8155.TSE,Japan,Semiconductor Materials and Equipment,595,651,32
Shinkong Insurance Co. Ltd. ,2850.TW,Taiwan,Property and Casualty Insurance,593,614,316
Yuasa Trading Co. Ltd. ,8074.TSE,Japan,Trading Companies and Distributors,593,3501,21
Japan Lifeline Co. Ltd. ,7575.TSE,Japan,Health Care Equipment,592,358,76
IDEC Corporation ,6652.TSE,Japan,Electrical Components and Equipment,592,566,29
Chunghwa Precision Test Tech. Co. Ltd. ,6510.TWO,Taiwan,Electronic Components,591,122,33
DyDo Group Holdings Inc. ,2590.TSE,Japan,Packaged Foods and Meats,590,1298,16
Gourmet Master Co. Ltd. ,2723.TW,Taiwan,Restaurants,590,659,180
LuxNet Corporation ,4979.TWO,Taiwan,Communications Equipment,588,61,132
The Ambassador HotelLtd. ,2704.TW,Taiwan,Hotels Resorts and Cruise Lines,587,46,367
SK Discovery Co. Ltd. ,006120.KO,South Korea,Oil and Gas Storage and Transportation,585,6701,20
Aisan Industry Co. Ltd. ,7283.TSE,Japan,Automotive Parts and Equipment,584,1796,63
Pacific Industrial Co. Ltd. ,7250.TSE,Japan,Automotive Parts and Equipment,584,1356,59
Infinite Finance Co. Ltd. ,6958.TWO,Taiwan,Specialized Finance,584,214,351
KG Dongbu Steel Co.Ltd. ,016380.KO,South Korea,Steel,583,2633,100
Shibaura Mechatronics Corporation ,6590.TSE,Japan,Semiconductor Materials and Equipment,583,425,13
Yellow Hat Ltd. ,9882.TSE,Japan,Automotive Retail,583,1025,46
GMO Financial Gate Inc. ,4051.TSE,Japan,Transaction and Payment Processing Services,583,103,8
Yieh United Steel Corp. ,9957.TWO,Taiwan,Steel,582,1505,2620
Sensortek Technology Corp. ,6732.TWO,Taiwan,Electronic Components,582,114,49
OBI Pharma Inc. ,4174.TWO,Taiwan,Biotechnology,580,0,229
Fositek Corp. ,6805.TWO,Taiwan,Electronic Components,580,148,61
THE NIPPON ROAD Co. Ltd. ,1884.TSE,Japan,Construction and Engineering,580,1086,44
Central Reinsurance Corporation ,2851.TW,Taiwan,Reinsurance,579,638,800
WingArc1st Inc. ,4432.TSE,Japan,Application Software,579,169,34
JEIO Co. Ltd. ,418550.KQ,South Korea,Construction and Engineering,579,67,31
Meiko Electronics Co. Ltd. ,6787.TSE,Japan,Electronic Components,578,1168,26
ShinHsiung Natural Gas Inc. ,8908.TWO,Taiwan,Gas Utilities,578,228,284
Ruentex Engineering & Construction Co. Ltd. ,2597.TW,Taiwan,Construction and Engineering,577,754,185
Genky DrugStores Co. Ltd. ,9267.TSE,Japan,Food Retail,575,1196,15
Merry Electronics Co. Ltd. ,2439.TW,Taiwan,Consumer Electronics,574,1183,219
KH Neochem Co. Ltd. ,4189.TSE,Japan,Commodity Chemicals,574,830,37
Mitani Sekisan Co. Ltd. ,5273.TSE,Japan,Construction Materials,574,594,18
Sebang Global Battery Co. Ltd. ,004490.KO,South Korea,Automotive Parts and Equipment,573,1163,13
AOKI Holdings Inc. ,8214.TSE,Japan,Apparel Retail,571,1235,84
Kansai Food Market Ltd. ,9919.TSE,Japan,Food Retail,571,2604,57
Hansae Co. Ltd. ,105630.KO,South Korea,Apparel Accessories and Luxury Goods,571,1408,39
Nittetsu Mining Co. Ltd. ,1515.TSE,Japan,Diversified Metals and Mining,569,1132,17
Axial Retailing Inc. ,8255.TSE,Japan,Food Retail,569,1784,23
Materials Analysis Technology Inc. ,3587.TWO,Taiwan,Semiconductor Materials and Equipment,568,146,69
Aoyama Trading Co. Ltd. ,8219.TSE,Japan,Apparel Retail,568,1293,50
NHN Corporation ,181710.KO,South Korea,Interactive Home Entertainment,566,1657,34
Advance Logistics Investment Corporation ,3493.TSE,Japan,Industrial REITs,566,49,1
PKSHA Technology Inc. ,3993.TSE,Japan,Application Software,565,91,31
L&C Bio Co. Ltd ,290650.KQ,South Korea,Biotechnology,564,45,23
Zilltek Technology Corp. ,6679.TWO,Taiwan,Semiconductors,563,51,54
Asiana Airlines Inc. ,020560.KO,South Korea,Passenger Airlines,561,5303,74
KOSAIDO Holdings Co. Ltd. ,7868.TSE,Japan,Commercial Printing,561,252,27
Foxsemicon Integrated Technology Inc. ,3413.TW,Taiwan,Semiconductor Materials and Equipment,560,479,97
Septeni Holdings Co. Ltd. ,4293.TSE,Japan,Advertising,559,200,207
Premium Water HoldingsInc. ,2588.TSE,Japan,Soft Drinks and Non-alcoholic Beverages,557,540,30
MIRAI Corporation ,3476.TSE,Japan,Office REITs,556,93,2
Aeon Kyushu Co. Ltd. ,2653.TSE,Japan,Broadline Retail,556,3559,35
Hota Industrial Mfg. Co. Ltd. ,1536.TW,Taiwan,Automotive Parts and Equipment,555,235,280
EMRO. Incorporated. ,058970.KQ,South Korea,Application Software,554,45,11
Sun Frontier Fudousan Co. Ltd. ,8934.TSE,Japan,Diversified Real Estate Activities,553,542,55
Nissha Co. Ltd. ,7915.TSE,Japan,Electronic Components,552,1306,49
TOCALO Co.Ltd. ,3433.TSE,Japan,Industrial Machinery and Supplies and Components,552,332,60
EOFLOW Co.Ltd. ,294090.KQ,South Korea,Health Care Supplies,550,6,30
PixArt Imaging Inc. ,3227.TWO,Taiwan,Semiconductors,549,152,146
IBASE Technology Inc. ,8050.TWO,Taiwan,Technology Hardware Storage and Peripherals,547,224,186
Asia Optical Co. Inc. ,3019.TW,Taiwan,Electronic Components,546,578,279
Channel Well Technology Co.Ltd. ,3078.TWO,Taiwan,Electronic Components,546,269,227
Voronoi Inc. ,310210.KQ,South Korea,Biotechnology,545,6,14
Universal Cement Corporation ,1104.TW,Taiwan,Construction Materials,545,242,673
Sunwels Co.Ltd. ,9229.TSE,Japan,Health Care Facilities,543,107,30
Sungwoo Hitech Co. Ltd. ,015750.KQ,South Korea,Automotive Parts and Equipment,543,3249,80
Tong Yang Life Insurance Co. Ltd. ,082640.KO,South Korea,Life and Health Insurance,542,7659,156
Cathay Real Estate Development Co.Ltd. ,2501.TW,Taiwan,Real Estate Development,542,648,1160
TRYT Inc. ,9164.TSE,Japan,Human Resource and Employment Services,541,341,103
Wonik QnC Corporation ,074600.KQ,South Korea,Semiconductor Materials and Equipment,538,633,26
TOA Corporation ,1885.TSE,Japan,Construction and Engineering,537,1584,21
PIOLAX Inc. ,5988.TSE,Japan,Automotive Parts and Equipment,537,412,34
GENDA Inc. ,9166.TSE,Japan,Leisure Facilities,536,354,34
Kerry TJ Logistics Company Limited ,2608.TW,Taiwan,Air Freight and Logistics,536,390,467
Toenec Corporation ,1946.TSE,Japan,Construction and Engineering,534,1645,19
JCU Corporation ,4975.TSE,Japan,Specialty Chemicals,533,181,26
Optorun Co.Ltd. ,6235.TSE,Japan,Semiconductor Materials and Equipment,532,289,44
Hanatour Service Inc. ,039130.KO,South Korea,Hotels Resorts and Cruise Lines,532,189,16
G-Tekt Corporation ,5970.TSE,Japan,Automotive Parts and Equipment,532,2253,43
Formosa Advanced Technologies Co. Ltd. ,8131.TW,Taiwan,Semiconductors,529,296,442
Sekisui Jushi Corporation ,4212.TSE,Japan,Building Products,529,455,33
Maxell Ltd. ,6810.TSE,Japan,Electronic Components,527,918,46
Konishi Co. Ltd. ,4956.TSE,Japan,Commodity Chemicals,526,882,33
Yuanta Futures Co. Ltd. ,6023.TWO,Taiwan,Investment Banking and Brokerage,526,106,290
Maruzen Showa Unyu Co. Ltd. ,9068.TSE,Japan,Cargo Ground Transportation,526,973,20
Aurora Corporation ,2373.TW,Taiwan,Technology Distributors,522,409,224
Riso Kagaku Corporation ,6413.TSE,Japan,Technology Hardware Storage and Peripherals,522,513,33
Lifenet Insurance Company ,7157.TSE,Japan,Life and Health Insurance,522,166,80
Mitsubishi Research Institute Inc. ,3636.TSE,Japan,IT Consulting and Other Services,521,843,16
Taiwan Tea Corporation ,2913.TW,Taiwan,Packaged Foods and Meats,520,13,790
Oriental Union Chemical Corporation ,1710.TW,Taiwan,Commodity Chemicals,520,658,877
Canon Electronics Inc. ,7739.TSE,Japan,Electronic Components,520,688,41
Hogy Medical Co.Ltd. ,3593.TSE,Japan,Health Care Supplies,520,271,24
Creative & Innovative System Corporation ,222080.KQ,South Korea,Industrial Machinery and Supplies and Components,518,119,70
Mitsuuroko Group Holdings Co.Ltd. ,8131.TSE,Japan,Oil and Gas Refining and Marketing,518,2215,60
The Hyakujushi Bank Ltd. ,8386.TSE,Japan,Regional Banks,518,492,28
Yungshin Construction & Development Co.Ltd. ,5508.TWO,Taiwan,Diversified Real Estate Activities,517,163,217
BES Engineering Corporation ,2515.TW,Taiwan,Construction and Engineering,516,559,1531
Apex Dynamics Inc. ,4583.TW,Taiwan,Industrial Machinery and Supplies and Components,515,98,80
Gunze Limited ,3002.TSE,Japan,Apparel Accessories and Luxury Goods,515,940,17
King's Town Millerful No.1 Real Estate Investment Trust (01010.TW),01010.TW,Taiwan,Diversified REITs,515,30,1658
Shinagawa Refractories Co. Ltd. ,5351.TSE,Japan,Construction Materials,513,913,47
Elitegroup Computer Systems Co.Ltd. ,2331.TW,Taiwan,Technology Hardware Storage and Peripherals,513,773,557
Prestige International Inc. ,4290.TSE,Japan,Diversified Support Services,513,386,128
Peptron Inc. ,087010.KQ,South Korea,Life Sciences Tools and Services,512,3,21
FP Partner Inc. ,7388.TSE,Japan,Insurance Brokers,512,200,23
Elematec Corporation ,2715.TSE,Japan,Electronic Manufacturing Services,512,1611,41
Episil-Precision Inc. ,3016.TW,Taiwan,Semiconductors,511,163,289
Shizuoka Gas Co. Ltd. ,9543.TSE,Japan,Gas Utilities,510,1651,74
DN Automotive Corporation ,007340.KO,South Korea,Automotive Parts and Equipment,509,2569,9
Aichi Corporation ,6345.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,508,419,75
Tsurumi Manufacturing Co.Ltd. ,6351.TSE,Japan,Industrial Machinery and Supplies and Components,508,393,25
SK D&D Co. Ltd. ,210980.KO,South Korea,Real Estate Development,506,469,24
KMC (Kuei Meng) International Inc. ,5306.TW,Taiwan,Leisure Products,505,188,126
Philenergy Co. Ltd. ,378340.KQ,South Korea,Electrical Components and Equipment,504,179,21
Doshisha Co.Ltd. ,7483.TSE,Japan,Distributors,504,729,34
Central Glass Co. Ltd. ,4044.TSE,Japan,Building Products,503,1183,25
Taiwan Paiho Limited ,9938.TW,Taiwan,Textiles,502,407,298
Retail Partners Co. Ltd. ,8167.TSE,Japan,Food Retail,501,1699,43
MegaChips Corporation ,6875.TSE,Japan,Semiconductors,500,506,18
Nippon Sheet Glass Company Limited ,5202.TSE,Japan,Building Products,498,5489,91
Noritz Corporation ,5943.TSE,Japan,Building Products,497,1487,46
Riken Vitamin Co. Ltd. ,4526.TSE,Japan,Packaged Foods and Meats,496,618,33
Vision Inc. ,9416.TSE,Japan,Integrated Telecommunication Services,496,204,49
Restar Holdings Corporation ,3156.TSE,Japan,Technology Distributors,496,3418,30
Ananti Inc. ,025980.KQ,South Korea,Leisure Facilities,496,549,91
Scientech Corporation ,3583.TW,Taiwan,Technology Distributors,494,200,80
Shinsegae International Co. Ltd. ,031430.KO,South Korea,Apparel Retail,494,1111,36
Daesang Corporation ,001680.KO,South Korea,Packaged Foods and Meats,492,3086,36
GOLDCREST Co.Ltd. ,8871.TSE,Japan,Real Estate Development,491,103,33
The Toho Bank Ltd. ,8346.TSE,Japan,Regional Banks,491,378,252
Boryung Corporation ,003850.KO,South Korea,Pharmaceuticals,491,622,66
Saibu Gas Holdings Co.Ltd. ,9536.TSE,Japan,Gas Utilities,491,1886,37
Totech Corporation ,9960.TSE,Japan,Trading Companies and Distributors,491,904,14
Ki-Star Real Estate Co.Ltd ,3465.TSE,Japan,Homebuilding,491,1749,16
Valqua Ltd. ,7995.TSE,Japan,Commodity Chemicals,491,439,18
BH Co. Ltd. ,090460.KO,South Korea,Electronic Components,487,1211,32
Osaka Steel Co. Ltd. ,5449.TSE,Japan,Steel,487,830,39
Shinnihon Corporation ,1879.TSE,Japan,Construction and Engineering,487,810,59
Global PMX Co. Ltd. ,4551.TW,Taiwan,Automotive Parts and Equipment,487,267,115
Bando Chemical Industries Ltd. ,5195.TSE,Japan,Industrial Machinery and Supplies and Components,487,723,44
RS Technologies Co. Ltd. ,3445.TSE,Japan,Semiconductors,485,358,26
DongKook Pharmaceutical Co. Ltd. ,086450.KQ,South Korea,Pharmaceuticals,483,526,44
Chofu Seisakusho Co. Ltd. ,5946.TSE,Japan,Household Appliances,483,344,34
SIIX Corporation ,7613.TSE,Japan,Electronic Manufacturing Services,482,2090,47
KCC GLASS Corporation ,344820.KO,South Korea,Building Products,482,1233,16
ARGO GRAPHICS Inc. ,7595.TSE,Japan,IT Consulting and Other Services,482,372,21
CUC Inc. ,9158.TSE,Japan,Health Care Services,479,226,30
Taiwan Shin Kong Security Co. Ltd. ,9925.TW,Taiwan,Security and Alarm Services,479,249,384
Asahi Yukizai Corporation ,4216.TSE,Japan,Commodity Chemicals,477,563,19
Furuya Metal Co. Ltd. ,7826.TSE,Japan,Semiconductors,477,333,7
Press Kogyo Co. Ltd. ,7246.TSE,Japan,Automotive Parts and Equipment,476,1340,100
Nishimoto Co. Ltd. ,9260.TSE,Japan,Food Distributors,476,2011,14
Bank of Kaohsiung Co. Ltd. ,2836.TW,Taiwan,Regional Banks,475,123,1274
Nippon Yakin Kogyo Co. Ltd. ,5480.TSE,Japan,Steel,474,1390,15
Daiho Corporation ,1822.TSE,Japan,Construction and Engineering,472,1082,18
NEXTIN Inc. ,348210.KQ,South Korea,Semiconductor Materials and Equipment,471,89,10
Weathernews Inc. ,4825.TSE,Japan,Research and Consulting Services,471,151,11
Farglory Free Trade Zone Investment Holding Co. Ltd. ,5607.TW,Taiwan,Air Freight and Logistics,471,95,301
F&F Holdings Co. Ltd. ,007700.KO,South Korea,Apparel Accessories and Luxury Goods,470,1452,39
Yurtec Corporation ,1934.TSE,Japan,Construction and Engineering,470,1604,72
Grand Pacific Petrochemical Corporation ,1312.TW,Taiwan,Commodity Chemicals,469,521,907
Itoki Corporation ,7972.TSE,Japan,Office Services and Supplies,469,884,45
CHO Pharma Inc. ,6586.TWO,Taiwan,Pharmaceuticals,467,0,184
Green Cross Holdings Corporation ,005250.KO,South Korea,Biotechnology,467,1545,45
HSD Engine Co. Ltd. ,082740.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,467,599,72
Aekyungchemical Co. Ltd. ,161000.KO,South Korea,Commodity Chemicals,466,1457,48
MEC Company Ltd. ,4971.TSE,Japan,Specialty Chemicals,466,100,19
Futaba Industrial Co. Ltd. ,7241.TSE,Japan,Automotive Parts and Equipment,466,5251,89
Ever Supreme Bio Technology Co. Ltd ,6712.TWO,Taiwan,Biotechnology,466,20,75
Qol Holdings Co. Ltd. ,3034.TSE,Japan,Drug Retail,465,1196,37
Farglory Life Insurance Co. Ltd. ,5859.TWO,Taiwan,Life and Health Insurance,465,1840,1255
One REIT Inc. ,3290.TSE,Japan,Office REITs,464,67,0
Jin Air Co. Ltd. ,272450.KO,South Korea,Passenger Airlines,464,768,52
Chlitina Holding Limited ,4137.TW,Taiwan,Personal Care Products,464,140,80
Kyung Dong Navien Co. Ltd. ,009450.KO,South Korea,Building Products,464,885,15
Tachibana Eletech Co. Ltd. ,8159.TSE,Japan,Technology Distributors,464,1605,24
NIPPON PARKING DEVELOPMENT Co.Ltd. ,2353.TSE,Japan,Environmental and Facilities Services,458,224,317
Daiwa Industries Ltd. ,6459.TSE,Japan,Industrial Machinery and Supplies and Components,458,315,49
WELLNEO SUGAR Co. Ltd. ,2117.TSE,Japan,Packaged Foods and Meats,457,472,33
Takara Leben Real Estate Investment Corporation ,3492.TSE,Japan,Diversified REITs,457,53,1
Kisoji Co. Ltd. ,8160.TSE,Japan,Restaurants,457,329,28
Chikaranomoto Holdings Co.Ltd. ,3561.TSE,Japan,Restaurants,457,191,30
Nikkiso Co. Ltd. ,6376.TSE,Japan,Industrial Machinery and Supplies and Components,456,1223,66
Hu Lane Associate Inc. ,6279.TWO,Taiwan,Automotive Parts and Equipment,455,224,100
Fullcast Holdings Co. Ltd. ,4848.TSE,Japan,Human Resource and Employment Services,454,463,36
Nissei ASB Machine Co. Ltd. ,6284.TSE,Japan,Industrial Machinery and Supplies and Components,454,217,15
Japan Pulp and Paper Company Limited ,8032.TSE,Japan,Trading Companies and Distributors,454,3842,14
Kyokuto Kaihatsu Kogyo Co.Ltd. ,7226.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,454,800,38
MIRAE ASSET Life Insurance Co. Ltd. ,085620.KO,South Korea,Life and Health Insurance,454,1260,131
Bunka Shutter Co. Ltd. ,5930.TSE,Japan,Building Products,454,1422,61
Nihon Housing Co.Ltd. ,4781.TSE,Japan,Diversified Real Estate Activities,452,986,64
Inageya Co. Ltd. ,8182.TSE,Japan,Food Retail,452,1741,46
Gemtek Technology Co. Ltd. ,4906.TW,Taiwan,Communications Equipment,451,973,398
Grand Process Technology Corporation ,3131.TWO,Taiwan,Semiconductor Materials and Equipment,451,115,29
Asia Polymer Corporation ,1308.TW,Taiwan,Commodity Chemicals,451,274,594
Shihlin Paper Corporation ,1903.TW,Taiwan,Paper Products,449,5,260
Synmosa Biopharma Corporation ,4114.TWO,Taiwan,Pharmaceuticals,449,158,381
Union Tool Co. ,6278.TSE,Japan,Industrial Machinery and Supplies and Components,448,180,17
Adimmune Corporation ,4142.TW,Taiwan,Biotechnology,446,62,422
KFC Holdings Japan Ltd. ,9873.TSE,Japan,Restaurants,446,712,22
Test Research Inc. ,3030.TW,Taiwan,Electronic Equipment and Instruments,446,162,236
TSI Holdings Co.Ltd. ,3608.TSE,Japan,Apparel Accessories and Luxury Goods,444,1114,82
Sumitomo Mitsui Construction Co.Ltd. ,1821.TSE,Japan,Construction and Engineering,443,3239,157
Dongwon F&B Co. Ltd. ,049770.KO,South Korea,Packaged Foods and Meats,442,3223,19
Belluna Co. Ltd. ,9997.TSE,Japan,Broadline Retail,442,1458,97
MITSUI E&S Co. Ltd. ,7003.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,441,1890,111
Avex Inc. ,7860.TSE,Japan,Movies and Entertainment,441,865,45
Skymark Airlines Inc. ,9204.TSE,Japan,Passenger Airlines,440,599,60
VIA Labs Inc. ,6756.TW,Taiwan,Technology Hardware Storage and Peripherals,439,66,69
Sakata INX Corporation ,4633.TSE,Japan,Specialty Chemicals,439,1537,50
MegaStudyEdu Co. Ltd ,215200.KQ,South Korea,Education Services,438,674,12
Fujiya Co. Ltd. ,2211.TSE,Japan,Packaged Foods and Meats,438,713,26
CURVES HOLDINGS Co. Ltd. ,7085.TSE,Japan,Leisure Facilities,436,209,92
Dai-Dan Co. Ltd. ,1980.TSE,Japan,Construction and Engineering,436,1323,43
GFC. LTD. ,4506.TWO,Taiwan,Industrial Machinery and Supplies and Components,435,165,177
Seojin System Co.Ltd ,178320.KQ,South Korea,Communications Equipment,435,631,38
SIGMAXYZ Holdings Inc. ,6088.TSE,Japan,Research and Consulting Services,432,128,42
Furukawa Co.Ltd. ,5715.TSE,Japan,Industrial Machinery and Supplies and Components,432,1446,37
GI Innovation Inc. ,358570.KQ,South Korea,Biotechnology,431,3,22
CTI Engineering Co. Ltd. ,9621.TSE,Japan,Construction and Engineering,428,617,14
C&C International Co. Ltd. ,352480.KQ,South Korea,Personal Care Products,426,135,10
SNT Motiv Co. Ltd. ,064960.KO,South Korea,Automotive Parts and Equipment,426,900,13
Fujio Food Group Inc. ,2752.TSE,Japan,Restaurants,426,199,45
Nippon Ceramic Co. Ltd. ,6929.TSE,Japan,Electronic Components,426,167,24
GOLFZON Co. Ltd. ,215000.KQ,South Korea,Leisure Products,425,506,6
TYC Brother Industrial Co. Ltd. ,1522.TW,Taiwan,Automotive Parts and Equipment,422,613,312
LX Holdings Corp. ,383800.KO,South Korea,Industrial Conglomerates,422,265,76
San Fu Chemical Co. Ltd. ,4755.TW,Taiwan,Specialty Chemicals,422,157,101
Premium Group Co. Ltd. ,7199.TSE,Japan,Consumer Finance,422,185,39
The First Bank Of Toyama Ltd. ,7184.TSE,Japan,Regional Banks,421,227,64
Cashbox Partyworld Co. Ltd. ,8359.TWO,Taiwan,Movies and Entertainment,421,121,137
TechMatrix Corporation ,3762.TSE,Japan,IT Consulting and Other Services,421,329,40
Hosokawa Micron Corporation ,6277.TSE,Japan,Industrial Machinery and Supplies and Components,421,522,15
Tigerair Taiwan Co. Ltd. ,6757.TW,Taiwan,Passenger Airlines,420,208,449
The Okinawa Electric Power Company Incorporated ,9511.TSE,Japan,Electric Utilities,420,1583,54
Mandom Corporation ,4917.TSE,Japan,Personal Care Products,419,480,45
Namura Shipbuilding Co. Ltd. ,7014.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,416,815,69
Adlink Technology Inc. ,6166.TW,Taiwan,Technology Hardware Storage and Peripherals,415,390,218
Oiles Corporation ,6282.TSE,Japan,Industrial Machinery and Supplies and Components,415,444,31
Mercuries & Associates Holding Ltd. ,2905.TW,Taiwan,Life and Health Insurance,415,3600,1074
MATSUDA SANGYO Co. Ltd. ,7456.TSE,Japan,Environmental and Facilities Services,415,2430,26
China Metal Products Co. Ltd. ,1532.TW,Taiwan,Steel,415,466,376
FIC Global Inc. ,3701.TW,Taiwan,Electronic Manufacturing Services,413,409,228
Aekyung Industrial Co. Ltd. ,018250.KO,South Korea,Household Products,406,492,26
Amita Technologies Inc. ,5233.TWO,Taiwan,Electrical Components and Equipment,406,41,277
CMC Magnetics Corporation ,2323.TW,Taiwan,Technology Hardware Storage and Peripherals,404,234,1089
Aida Engineering Ltd. ,6118.TSE,Japan,Industrial Machinery and Supplies and Components,404,498,60
Mirai Industry Co.Ltd. ,7931.TSE,Japan,Electrical Components and Equipment,404,290,17
Huang Hsiang Construction Corporation ,2545.TW,Taiwan,Diversified Real Estate Activities,398,136,328
Shinkong Textile Co. Ltd. ,1419.TW,Taiwan,Textiles,398,109,299
SPC Samlip Co. Ltd. ,005610.KO,South Korea,Packaged Foods and Meats,397,2633,8
Da-Li Development Co.Ltd. ,6177.TW,Taiwan,Real Estate Development,397,125,407
Nippon Signal Co. Ltd. ,6741.TSE,Japan,Electronic Equipment and Instruments,396,592,62
SK Rent A Car Co. Ltd ,068400.KO,South Korea,Passenger Ground Transportation,396,1019,45
Samyang Holdings Corporation ,000070.KO,South Korea,Packaged Foods and Meats,395,2474,8
Hyundai G.F. Holdings Co. Ltd. ,005440.KO,South Korea,Trading Companies and Distributors,395,3036,156
Nidec Chaun-Choung Technology Corporation ,6230.TW,Taiwan,Electronic Components,394,397,86
Unitech Printed Circuit Board Corp. ,2367.TW,Taiwan,Electronic Components,394,544,669
DaikyoNishikawa Corporation ,4246.TSE,Japan,Automotive Parts and Equipment,394,1057,71
Nichidenbo Corporation ,3090.TW,Taiwan,Technology Distributors,393,320,213
SintokogioLtd. ,6339.TSE,Japan,Industrial Machinery and Supplies and Components,392,736,52
Vizionfocus Inc. ,4771.TWO,Taiwan,Health Care Supplies,391,68,53
Hanwha Investment & Securities Co. Ltd. ,003530.KO,South Korea,Investment Banking and Brokerage,390,1279,218
SuperAlloy Industrial Co. Ltd. ,1563.TWO,Taiwan,Automotive Parts and Equipment,389,217,214
Katakura Industries Co.Ltd. ,3001.TSE,Japan,Industrial Conglomerates,389,261,33
Nichireki Co. Ltd. ,5011.TSE,Japan,Construction and Engineering,389,535,29
Mie Kotsu Group Holdings Inc. ,3232.TSE,Japan,Industrial Conglomerates,388,664,100
Kabuki-Za Co. Ltd. ,9661.TSE,Japan,Real Estate Operating Companies,388,20,12
PharmaEngine Inc. ,4162.TWO,Taiwan,Biotechnology,387,21,144
Abalance Corporation ,3856.TSE,Japan,Heavy Electrical Equipment,387,1504,17
Visco Vision Inc. ,6782.TW,Taiwan,Health Care Supplies,386,79,63
Ishihara Sangyo KaishaLtd. ,4028.TSE,Japan,Diversified Chemicals,385,937,38
Com2uS Corporation ,078340.KQ,South Korea,Interactive Home Entertainment,385,616,12
NEOWIZ ,095660.KQ,South Korea,Interactive Home Entertainment,384,217,20
Cathay No.2 REIT (01007.TW),01007.TW,Taiwan,Office REITs,384,16,720
Formosa Oilseed Processing Co. Ltd. ,1225.TW,Taiwan,Packaged Foods and Meats,384,489,230
K Car Co. Ltd. ,381970.KO,South Korea,Automotive Retail,384,1561,48
Huons Co. Ltd. ,243070.KQ,South Korea,Pharmaceuticals,383,396,12
YeaShin International Development Co. Ltd. ,5213.TWO,Taiwan,Real Estate Development,382,30,475
CYBERDYNE Inc. ,7779.TSE,Japan,Health Care Equipment,382,25,211
Eris Technology Corporation ,3675.TWO,Taiwan,Semiconductors,382,62,50
Taiwan Printed Circuit Board Techvest Co.Ltd. ,8213.TW,Taiwan,Electronic Components,381,591,271
Namchow Holdings Co. Ltd. ,1702.TW,Taiwan,Packaged Foods and Meats,381,692,248
