name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Mitsubishi Logistics Corporation ,9301.TSE,Japan,Marine Ports and Services,2077,1989,78
Nihon Kohden Corporation ,6849.TSE,Japan,Health Care Equipment,2068,1459,84
Harmonic Drive Systems Inc. ,6324.TSE,Japan,Industrial Machinery and Supplies and Components,2056,490,95
House Foods Group Inc. ,2810.TSE,Japan,Packaged Foods and Meats,2054,1931,98
Fuji Soft Incorporated ,9749.TSE,Japan,Systems Software,2044,1998,63
VisEra Technologies Company Ltd. ,6789.TW,Taiwan,Semiconductors,2038,246,316
SsangYong C&E Co. Ltd. ,003410.KO,South Korea,Construction Materials,2035,1632,502
Kakaku.com Inc. ,2371.TSE,Japan,Interactive Media and Services,2024,430,201
LS ELECTRIC Co. Ltd. ,010120.KO,South Korea,Electrical Components and Equipment,2024,2996,29
Nakanishi Inc. ,7716.TSE,Japan,Health Care Equipment,2023,363,85
Nongshim Co. Ltd. ,004370.KO,South Korea,Packaged Foods and Meats,2019,2532,6
Paltac Corporation ,8283.TSE,Japan,Distributors,2014,7756,63
Sankyu Inc. ,9065.TSE,Japan,Air Freight and Logistics,2012,3977,58
Yaoko Co.Ltd. ,8279.TSE,Japan,Food Retail,2009,3985,39
Yamaguchi Financial Group Inc. ,8418.TSE,Japan,Regional Banks,2008,916,222
Bora Pharmaceuticals Co. LTD. ,6472.TWO,Taiwan,Pharmaceuticals,2003,512,100
Maruichi Steel Tube Ltd. ,5463.TSE,Japan,Steel,1998,1902,80
Tokyo Seimitsu Co. Ltd. ,7729.TSE,Japan,Semiconductor Materials and Equipment,1977,1006,40
Food & Life Companies Ltd. ,3563.TSE,Japan,Restaurants,1970,1994,116
Sotetsu Holdings Inc. ,9003.TSE,Japan,Rail Transportation,1966,1780,98
Compeq Manufacturing Co. Ltd. ,2313.TW,Taiwan,Electronic Components,1962,2243,1192
Fujitsu General Limited ,6755.TSE,Japan,Household Appliances,1960,2463,105
Sumitomo Bakelite Company Limited ,4203.TSE,Japan,Specialty Chemicals,1959,1961,47
Pan Ocean Co. Ltd. ,028670.KO,South Korea,Marine Transportation,1957,4160,535
NEC Networks & System Integration Corporation ,1973.TSE,Japan,IT Consulting and Other Services,1957,2247,149
Hirogin Holdings Inc. ,7337.TSE,Japan,Regional Banks,1957,911,308
Mabuchi Motor Co. Ltd. ,6592.TSE,Japan,Electrical Components and Equipment,1952,1151,65
Kenedix Office Investment Corporation ,8972.TSE,Japan,Office REITs,1951,247,1
Ruentex Industries Limited ,2915.TW,Taiwan,Textiles,1950,89,1068
Celltrion Pharm Inc. ,068760.KQ,South Korea,Pharmaceuticals,1949,298,40
Industrial & Infrastructure Fund Investment Corporation ,3249.TSE,Japan,Industrial REITs,1933,236,2
Visional Inc. ,4194.TSE,Japan,Human Resource and Employment Services,1927,396,39
Kiwoom Securities Co. Ltd. ,039490.KO,South Korea,Investment Banking and Brokerage,1926,5717,28
AP Memory Technology Corporation ,6531.TW,Taiwan,Semiconductors,1925,123,162
Simplo Technology Co. Ltd. ,6121.TWO,Taiwan,Electronic Components,1924,2839,185
Mitsui High-tec Inc. ,6966.TSE,Japan,Semiconductors,1923,1286,37
Teijin Limited ,3401.TSE,Japan,Commodity Chemicals,1919,7053,192
Izumi Co. Ltd. ,8273.TSE,Japan,Broadline Retail,1913,3323,72
Sanyang Motor Co. Ltd. ,2206.TW,Taiwan,Motorcycle Manufacturers,1912,1924,792
AEON Financial Service Co. Ltd. ,8570.TSE,Japan,Consumer Finance,1908,3128,216
The Gunma Bank Ltd. ,8334.TSE,Japan,Regional Banks,1904,1121,397
SKC Co. Ltd. ,011790.KO,South Korea,Commodity Chemicals,1904,2204,34
Kandenko Co.Ltd. ,1942.TSE,Japan,Construction and Engineering,1899,3813,204
Dowa Holdings Co. Ltd. ,5714.TSE,Japan,Diversified Metals and Mining,1897,5264,60
Mitsui Fudosan Logistics Park Inc. ,3471.TSE,Japan,Industrial REITs,1893,158,1
Maruwa Co.Ltd. ,5344.TSE,Japan,Electronic Components,1892,398,12
Kagome Co. Ltd. ,2811.TSE,Japan,Packaged Foods and Meats,1882,1488,86
Hyundai Marine & Fire Insurance Co. Ltd. ,001450.KO,South Korea,Property and Casualty Insurance,1878,13311,78
Shihlin Electric & Engineering Corp. ,1503.TW,Taiwan,Heavy Electrical Equipment,1869,1028,521
Fancl Corporation ,4921.TSE,Japan,Personal Care Products,1859,727,121
Kokuyo Co. Ltd. ,7984.TSE,Japan,Office Services and Supplies,1843,2200,116
Toho Gas Co. Ltd. ,9533.TSE,Japan,Gas Utilities,1841,4958,105
Kusuri No Aoki Holdings Co. Ltd. ,3549.TSE,Japan,Consumer Staples Merchandise Retail,1834,2753,32
Nagase & Co. Ltd. ,8012.TSE,Japan,Trading Companies and Distributors,1830,6345,115
Fujitec Co. Ltd. ,6406.TSE,Japan,Industrial Machinery and Supplies and Components,1823,1496,78
Macronix International Co. Ltd. ,2337.TW,Taiwan,Semiconductors,1822,1126,1854
Japan Aviation Electronics Industry Limited ,6807.TSE,Japan,Electronic Components,1816,1599,91
AMOREPACIFIC Group ,002790.KO,South Korea,Personal Care Products,1814,3224,90
HPSP Co. Ltd. ,403870.KQ,South Korea,Semiconductor Materials and Equipment,1806,150,81
KEPCO Engineering & Construction Company Inc. ,052690.KO,South Korea,Construction and Engineering,1805,403,38
Mori Hills REIT Investment Corporation ,3234.TSE,Japan,Office REITs,1804,159,2
CLASSYS Inc. ,214150.KQ,South Korea,Health Care Equipment,1799,120,64
BGF retail CO. LTD. ,282330.KO,South Korea,Food Retail,1798,6038,17
Alps Alpine Co. Ltd. ,6770.TSE,Japan,Electronic Components,1797,6547,206
AZ-COM MARUWA Holdings Inc. ,9090.TSE,Japan,Air Freight and Logistics,1793,1275,126
Taiwan Fertilizer Co. Ltd. ,1722.TW,Taiwan,Fertilizers and Agricultural Chemicals,1793,472,980
Japan Logistics Fund Inc. ,8967.TSE,Japan,Industrial REITs,1787,152,1
Daiwabo Holdings Co. Ltd. ,3107.TSE,Japan,Technology Distributors,1785,6417,94
LaSalle LOGIPORT REIT ,3466.TSE,Japan,Industrial REITs,1780,160,2
ULVAC Inc. ,6728.TSE,Japan,Semiconductor Materials and Equipment,1780,1574,49
Radiant Opto-Electronics Corporation ,6176.TW,Taiwan,Semiconductors,1776,1744,465
Adeka Corporation ,4401.TSE,Japan,Commodity Chemicals,1775,2740,103
HD Hyundai Electric Co. Ltd. ,267260.KO,South Korea,Heavy Electrical Equipment,1769,1840,36
Daiichikosho Co. Ltd. ,7458.TSE,Japan,Movies and Entertainment,1766,922,108
Daido Steel Co. Ltd. ,5471.TSE,Japan,Steel,1765,4031,43
Yulon Nissan Motor Co. Ltd ,2227.TW,Taiwan,Automobile Manufacturers,1747,802,300
Ezaki Glico Co. Ltd. ,2206.TSE,Japan,Packaged Foods and Meats,1746,2199,64
NHK Spring Co. Ltd. ,5991.TSE,Japan,Automotive Parts and Equipment,1736,4963,227
Rengo Co. Ltd. ,3941.TSE,Japan,Paper and Plastic Packaging Products and Materials,1736,6015,248
MORI TRUST REIT Inc. ,8961.TSE,Japan,Diversified REITs,1733,102,4
Nippon Electric Glass Co. Ltd. ,5214.TSE,Japan,Electronic Components,1731,2013,93
Taiwan Glass Ind. Corp. ,1802.TW,Taiwan,Building Products,1725,1337,2908
Amvis Holdings Inc. ,7071.TSE,Japan,Health Care Facilities,1718,205,98
LEENO Industrial Inc. ,058470.KQ,South Korea,Semiconductors,1715,202,15
Kaneka Corporation ,4118.TSE,Japan,Commodity Chemicals,1714,5158,65
Money Forward Inc. ,3994.TSE,Japan,Application Software,1712,184,54
Penta-Ocean Construction Co. Ltd. ,1893.TSE,Japan,Construction and Engineering,1709,3612,285
Advanced Energy Solution Holding Co. Ltd. ,6781.TW,Taiwan,Electrical Components and Equipment,1695,409,85
Hanwha Systems Co. Ltd. ,272210.KO,South Korea,Aerospace and Defense,1693,1745,187
Tokai Carbon Co. Ltd. ,5301.TSE,Japan,Commodity Chemicals,1688,2502,213
UBE Corporation ,4208.TSE,Japan,Diversified Chemicals,1686,3374,97
Nippon Gas Co. Ltd. ,8174.TSE,Japan,Gas Utilities,1684,1454,114
YFY Inc. ,1907.TW,Taiwan,Paper Products,1678,2419,1660
China Motor Corporation ,2204.TW,Taiwan,Automobile Manufacturers,1676,1079,554
GMO internet group Inc. ,9449.TSE,Japan,Internet Services and Infrastructure,1675,1730,106
Comforia Residential REIT Inc ,3282.TSE,Japan,Multi-Family Residential REITs,1669,147,1
Morinaga Milk Industry Co. Ltd. ,2264.TSE,Japan,Packaged Foods and Meats,1669,3701,44
CS Wind Corporation ,112610.KO,South Korea,Heavy Electrical Equipment,1666,1141,41
Fuji Kyuko Co. Ltd. ,9010.TSE,Japan,Leisure Facilities,1666,312,53
Frontier Real Estate Investment Corporation ,8964.TSE,Japan,Retail REITs,1659,159,1
Nishi-Nippon Financial Holdings Inc. ,7189.TSE,Japan,Regional Banks,1654,1023,142
Hanmi Science Co. Ltd. ,008930.KO,South Korea,Pharmaceuticals,1653,871,68
Daiwa Securities Living Investment Corporation ,8986.TSE,Japan,Multi-Family Residential REITs,1653,179,2
Relo Group Inc. ,8876.TSE,Japan,Real Estate Services,1643,872,153
K's Holdings Corporation ,8282.TSE,Japan,Computer and Electronics Retail,1641,5025,178
Lunit Inc. ,328130.KQ,South Korea,Health Care Technology,1640,19,12
The 77 Bank Ltd. ,8341.TSE,Japan,Regional Banks,1636,870,74
SBI Sumishin Net Bank Ltd. ,7163.TSE,Japan,Diversified Banks,1636,638,151
BNK Financial Group Inc. ,138930.KO,South Korea,Regional Banks,1628,3832,322
Merida Industry Co. Ltd. ,9914.TW,Taiwan,Leisure Products,1625,1151,299
Takara Holdings Inc. ,2531.TSE,Japan,Distillers and Vintners,1623,2451,198
Chung-Hsin Electric and Machinery Manufacturing Corp. ,1513.TW,Taiwan,Heavy Electrical Equipment,1622,648,486
Kenedix Residential Next Investment Corporation ,3278.TSE,Japan,Multi-Family Residential REITs,1616,141,1
Konica Minolta Inc. ,4902.TSE,Japan,Technology Hardware Storage and Peripherals,1612,7947,494
Aerospace Industrial Development Corporation ,2634.TW,Taiwan,Aerospace and Defense,1606,1174,942
Itoham Yonekyu Holdings Inc. ,2296.TSE,Japan,Packaged Foods and Meats,1605,6487,57
FILA Holdings Corporation ,081660.KO,South Korea,Apparel Accessories and Luxury Goods,1601,3213,60
Saizeriya Co.Ltd. ,7581.TSE,Japan,Restaurants,1595,1210,49
Amano Corporation ,6436.TSE,Japan,Electronic Equipment and Instruments,1595,948,72
Denka Company Limited ,4061.TSE,Japan,Commodity Chemicals,1595,2774,86
Takeuchi Mfg. Co. Ltd. ,6432.TSE,Japan,Construction Machinery and Heavy Transportation Equipment,1591,1357,48
Resorttrust Inc. ,4681.TSE,Japan,Hotels Resorts and Cruise Lines,1585,1194,106
Hanwha Life Insurance Co. Ltd. ,088350.KO,South Korea,Life and Health Insurance,1583,24382,751
Chipbond Technology Corporation ,6147.TWO,Taiwan,Semiconductors,1577,664,745
Japan Display Inc. ,6740.TSE,Japan,Electronic Components,1575,1844,6189
Toei Company Ltd. ,9605.TSE,Japan,Movies and Entertainment,1572,1268,12
Youngone Corporation ,111770.KO,South Korea,Apparel Accessories and Luxury Goods,1565,3073,44
Nihon M&A Center Holdings Inc. ,2127.TSE,Japan,Research and Consulting Services,1564,280,324
HD Hyundai Infracore Co. Ltd. ,042670.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,1561,3808,200
DIC Corporation ,4631.TSE,Japan,Specialty Chemicals,1560,7249,95
JAPAN MATERIAL Co. Ltd. ,6055.TSE,Japan,Semiconductor Materials and Equipment,1554,318,103
POYA International Co. Ltd. ,5904.TWO,Taiwan,Broadline Retail,1549,673,104
Walsin Technology Corporation ,2492.TW,Taiwan,Electronic Components,1543,1020,485
Nissui Corporation ,1332.TSE,Japan,Packaged Foods and Meats,1536,5421,311
Kakao Games Corp. ,293490.KQ,South Korea,Interactive Home Entertainment,1534,807,82
Net One Systems Co. Ltd. ,7518.TSE,Japan,IT Consulting and Other Services,1531,1492,82
Citizen Watch Co. Ltd. ,7762.TSE,Japan,Electronic Equipment and Instruments,1528,2094,244
MiTAC Holdings Corporation ,3706.TW,Taiwan,Technology Hardware Storage and Peripherals,1527,1420,1207
Hulic Reit Inc. ,3295.TSE,Japan,Diversified REITs,1526,163,1
STARLUX Airlines Co. Ltd. ,2646.TWO,Taiwan,Passenger Airlines,1524,405,2089
DB HiTek CO. LTD. ,000990.KO,South Korea,Semiconductors,1524,1102,42
Korea Gas Corporation ,036460.KO,South Korea,Gas Utilities,1514,41721,86
Fuji Corporation ,6134.TSE,Japan,Industrial Machinery and Supplies and Components,1504,1018,96
JEOL Ltd. ,6951.TSE,Japan,Health Care Equipment,1499,1124,51
Cheil Worldwide Inc. ,030000.KO,South Korea,Advertising,1499,3222,101
Fujimi Incorporated ,5384.TSE,Japan,Specialty Chemicals,1493,391,74
Lotte Shopping Co. Ltd. ,023530.KO,South Korea,Broadline Retail,1492,11379,28
TS TECH Co. Ltd. ,7313.TSE,Japan,Automotive Parts and Equipment,1479,2907,128
Far Eastern International Bank Ltd. ,2845.TW,Taiwan,Diversified Banks,1472,382,4070
Getac Holdings Corporation ,3005.TW,Taiwan,Technology Hardware Storage and Peripherals,1466,1098,608
Mitsui Mining & Smelting Co. Ltd. ,5706.TSE,Japan,Diversified Metals and Mining,1465,4388,57
Shikoku Electric Power Company Incorporated ,9507.TSE,Japan,Electric Utilities,1463,5862,206
NSD Co. Ltd. ,9759.TSE,Japan,IT Consulting and Other Services,1455,577,77
HL Mando Corporation ,204320.KO,South Korea,Automotive Parts and Equipment,1454,6251,47
Heiwa Corporation ,6412.TSE,Japan,Leisure Facilities,1449,986,99
SMS Co. Ltd. ,2175.TSE,Japan,Human Resource and Employment Services,1449,334,88
Ship Healthcare Holdings Inc. ,3360.TSE,Japan,Health Care Distributors,1447,4133,94
Nippon Shokubai Co. Ltd. ,4114.TSE,Japan,Specialty Chemicals,1443,2804,39
Tokai Rika Co. Ltd. ,6995.TSE,Japan,Automotive Parts and Equipment,1443,3990,91
GS Yuasa Corporation ,6674.TSE,Japan,Electrical Components and Equipment,1442,3644,81
Aica Kogyo Company Limited ,4206.TSE,Japan,Specialty Chemicals,1439,1666,64
Create SD Holdings Co. Ltd. ,3148.TSE,Japan,Drug Retail,1439,2727,63
Tong Yang Industry Co. Ltd. ,1319.TW,Taiwan,Automotive Parts and Equipment,1438,706,592
Sumitomo Pharma Co. Ltd. ,4506.TSE,Japan,Pharmaceuticals,1438,3260,397
Okamura Corporation ,7994.TSE,Japan,Office Services and Supplies,1435,1967,95
ANYCOLOR Inc. ,5032.TSE,Japan,Movies and Entertainment,1434,200,63
Tsumura & Co. ,4540.TSE,Japan,Pharmaceuticals,1428,987,76
Matsui Securities Co. Ltd. ,8628.TSE,Japan,Investment Banking and Brokerage,1428,206,257
Chicony Power Technology Co. Ltd. ,6412.TW,Taiwan,Electrical Components and Equipment,1419,1215,399
PeptiDream Inc. ,4587.TSE,Japan,Biotechnology,1417,216,130
Chugin Financial GroupInc. ,5832.TSE,Japan,Regional Banks,1416,890,184
Sanken Electric Co. Ltd. ,6707.TSE,Japan,Semiconductors,1414,1630,24
LIG Nex1 Co. Ltd. ,079550.KO,South Korea,Aerospace and Defense,1414,1819,22
Great Wall Enterprise Co. Ltd. ,1210.TW,Taiwan,Packaged Foods and Meats,1413,3700,846
S-1 Corporation ,012750.KO,South Korea,Security and Alarm Services,1412,1923,34
Meitec Corporation ,9744.TSE,Japan,Human Resource and Employment Services,1412,842,78
Nippon Kayaku Co. Ltd. ,4272.TSE,Japan,Specialty Chemicals,1411,1374,166
Daiei Kankyo Co. Ltd. ,9336.TSE,Japan,Environmental and Facilities Services,1407,477,100
Farglory Land Development Co. Ltd. ,5522.TW,Taiwan,Real Estate Development,1403,694,782
Caregen Co. Ltd. ,214370.KQ,South Korea,Pharmaceuticals,1400,61,49
Ushio Inc. ,6925.TSE,Japan,Electrical Components and Equipment,1395,1207,114
E-MART Inc. ,139480.KO,South Korea,Consumer Staples Merchandise Retail,1392,22465,27
Daio Paper Corporation ,3880.TSE,Japan,Paper Products,1392,4571,166
Colowide Co.Ltd. ,7616.TSE,Japan,Restaurants,1386,1569,87
H2O Retailing Corporation ,8242.TSE,Japan,Food Retail,1385,4382,115
Hokuhoku Financial Group Inc. ,8377.TSE,Japan,Regional Banks,1380,1163,125
Toho Holdings Co. Ltd. ,8129.TSE,Japan,Health Care Distributors,1380,9796,65
SHINSEGAE Inc. ,004170.KO,South Korea,Broadline Retail,1380,5549,10
Tung Ho Steel Enterprise Corporation ,2006.TW,Taiwan,Steel,1377,1860,730
The Japan Steel Works Ltd. ,5631.TSE,Japan,Industrial Machinery and Supplies and Components,1375,1718,74
Okuma Corporation ,6103.TSE,Japan,Industrial Machinery and Supplies and Components,1374,1583,31
NIKKON Holdings Co.Ltd. ,9072.TSE,Japan,Cargo Ground Transportation,1372,1487,64
Bizlink Holding Inc. ,3665.TW,Taiwan,Electrical Components and Equipment,1368,1727,163
Nichias Corporation ,5393.TSE,Japan,Building Products,1368,1678,66
SKY Perfect JSAT Holdings Inc. ,9412.TSE,Japan,Cable and Satellite,1367,846,289
Taiwan FamilyMart Co. Ltd. ,5903.TWO,Taiwan,Food Retail,1366,3061,223
DIP Corporation ,2379.TSE,Japan,Human Resource and Employment Services,1366,365,55
Pilot Corporation ,7846.TSE,Japan,Office Services and Supplies,1363,808,39
Pigeon Corporation ,7956.TSE,Japan,Household Products,1360,675,120
Doosan Corporation ,000150.KO,South Korea,Industrial Conglomerates,1355,14131,18
Orient Corporation ,8585.TSE,Japan,Consumer Finance,1355,1598,172
Lotte Energy Materials Corporation ,020150.KO,South Korea,Electronic Components,1354,534,46
LOTTE Corporation ,004990.KO,South Korea,Industrial Conglomerates,1349,11241,72
Hansol Chemical Co. Ltd. ,014680.KO,South Korea,Specialty Chemicals,1347,626,11
Sawai Group Holdings Co. Ltd. ,4887.TSE,Japan,Pharmaceuticals,1344,1419,44
TOMY Company Ltd. ,7867.TSE,Japan,Leisure Products,1339,1320,91
KCC Corporation ,002380.KO,South Korea,Diversified Chemicals,1338,4961,7
FP Corporation ,7947.TSE,Japan,Metal Glass and Plastic Containers,1331,1488,82
Japan Elevator Service Holdings Co.Ltd. ,6544.TSE,Japan,Diversified Support Services,1331,253,89
Formosa Taffeta Co. Ltd. ,1434.TW,Taiwan,Textiles,1330,1008,1683
United Integrated Services Co. Ltd. ,2404.TW,Taiwan,Construction and Engineering,1325,2104,188
Hanwa Co. Ltd. ,8078.TSE,Japan,Trading Companies and Distributors,1324,18061,41
Hanwha Corporation ,000880.KO,South Korea,Industrial Conglomerates,1316,48897,74
Nipro Corporation ,8086.TSE,Japan,Health Care Supplies,1314,3859,163
Nishi-Nippon Railroad Co. Ltd. ,9031.TSE,Japan,Rail Transportation,1312,3261,79
Soulbrain Co. Ltd. ,357780.KQ,South Korea,Specialty Chemicals,1312,758,8
Fuji Oil Holdings Inc. ,2607.TSE,Japan,Packaged Foods and Meats,1304,3877,86
ISU Petasys Co. Ltd. ,007660.KO,South Korea,Electronic Components,1302,510,63
AS ONE Corporation ,7476.TSE,Japan,Health Care Distributors,1300,641,36
Tokyo Steel Manufacturing Co. Ltd. ,5423.TSE,Japan,Steel,1299,2582,111
Takasago Thermal Engineering Co. Ltd. ,1969.TSE,Japan,Building Products,1297,2385,66
Sakata Seed Corporation ,1377.TSE,Japan,Agricultural Products and Services,1296,553,44
The Sumitomo Warehouse Co. Ltd. ,9303.TSE,Japan,Marine Ports and Services,1295,1392,79
JustSystems Corporation ,4686.TSE,Japan,Application Software,1295,289,64
Hyosung Advanced Materials Corporation ,298050.KO,South Korea,Commodity Chemicals,1294,2630,5
NTT UD REIT Investment Corporation ,8956.TSE,Japan,Diversified REITs,1294,169,1
W-Scope Chungju Plant Co. Ltd. ,393890.KQ,South Korea,Electrical Components and Equipment,1293,221,34
Genius Electronic Optical Co. Ltd ,3406.TW,Taiwan,Electronic Components,1289,607,113
Run Long Construction Co. Ltd. ,1808.TW,Taiwan,Construction and Engineering,1287,293,451
Sam Chun Dang Pharm. Co. Ltd ,000250.KQ,South Korea,Pharmaceuticals,1286,137,23
PHC Holdings Corporation ,6523.TSE,Japan,Health Care Equipment,1283,2464,126
Organo Corporation ,6368.TSE,Japan,Industrial Machinery and Supplies and Components,1281,928,46
King's Town Bank ,2809.TW,Taiwan,Diversified Banks,1280,229,1111
Daewoo Engineering & Construction Co. Ltd. ,047040.KO,South Korea,Construction and Engineering,1275,8814,411
Dongjin Semichem Co. Ltd. ,005290.KQ,South Korea,Specialty Chemicals,1275,1083,51
Bic Camera Inc. ,3048.TSE,Japan,Computer and Electronics Retail,1273,5786,171
Wacoal Holdings Corp. ,3591.TSE,Japan,Apparel Accessories and Luxury Goods,1271,1303,57
FADU Inc. ,440110.KQ,South Korea,Semiconductors,1271,48,49
TKC Corporation ,9746.TSE,Japan,Data Processing and Outsourced Services,1269,494,52
Aiful Corporation ,8515.TSE,Japan,Consumer Finance,1260,1025,484
U-Ming Marine Transport Corporation ,2606.TW,Taiwan,Marine Transportation,1256,444,845
Mitsubishi Estate Logistics REIT Investment Corporation ,3481.TSE,Japan,Industrial REITs,1256,99,1
EO Technics Co. Ltd. ,039030.KQ,South Korea,Semiconductor Materials and Equipment,1251,298,12
MIRAIT ONE Corporation ,1417.TSE,Japan,Construction and Engineering,1250,3383,95
Hazama Ando Corporation ,1719.TSE,Japan,Construction and Engineering,1249,2639,157
IBF Financial Holdings Co. Ltd. ,2889.TW,Taiwan,Diversified Capital Markets,1247,206,3447
Hokuetsu Corporation ,3865.TSE,Japan,Paper Products,1247,2149,168
HTC Corporation ,2498.TW,Taiwan,Technology Hardware Storage and Peripherals,1242,142,831
Medy-Tox Inc. ,086900.KQ,South Korea,Biotechnology,1237,152,7
Evergreen Aviation Technologies Corporation ,2645.TW,Taiwan,Aerospace and Defense,1233,421,375
Topcon Corporation ,7732.TSE,Japan,Electronic Equipment and Instruments,1232,1510,105
Young Poong Paper Mfg Co.Ltd. ,006740.KO,South Korea,Paper Products,1230,68,35
Yoshinoya Holdings Co. Ltd. ,9861.TSE,Japan,Restaurants,1228,1232,65
JACCS Co. Ltd. ,8584.TSE,Japan,Consumer Finance,1228,1230,35
Noevir Holdings Co. Ltd. ,4928.TSE,Japan,Personal Care Products,1226,430,34
Dong Suh Companies Inc. ,026960.KO,South Korea,Food Distributors,1225,396,99
Hanall Biopharma Co. Ltd. ,009420.KO,South Korea,Pharmaceuticals,1221,99,51
Feng Hsin Steel Co. Ltd. ,2015.TW,Taiwan,Steel,1214,1140,582
ASKUL Corporation ,2678.TSE,Japan,Broadline Retail,1213,3097,98
Mani Inc. ,7730.TSE,Japan,Health Care Supplies,1213,173,99
Inaba Denki Sangyo Co.Ltd. ,9934.TSE,Japan,Trading Companies and Distributors,1212,2237,56
Kanematsu Corporation ,8020.TSE,Japan,Trading Companies and Distributors,1208,6304,84
NEXTAGE Co. Ltd. ,3186.TSE,Japan,Automotive Retail,1205,3333,80
Rorze Corporation ,6323.TSE,Japan,Semiconductor Materials and Equipment,1203,641,18
Great Tree Pharmacy Co. Ltd. ,6469.TWO,Taiwan,Drug Retail,1202,491,111
Nisshinbo Holdings Inc. ,3105.TSE,Japan,Industrial Conglomerates,1194,3656,157
KG Mobility Corp. ,003620.KO,South Korea,Automobile Manufacturers,1191,3107,187
CJ Logistics Corporation ,000120.KO,South Korea,Air Freight and Logistics,1189,9041,20
Daishi Hokuetsu Financial Group Inc. ,7327.TSE,Japan,Regional Banks,1183,904,45
Inabata & Co.Ltd. ,8098.TSE,Japan,Trading Companies and Distributors,1181,5091,56
ELAN Microelectronics Corporation ,2458.TW,Taiwan,Semiconductors,1180,328,285
Advanced Nano Products Co. Ltd. ,121600.KQ,South Korea,Specialty Chemicals,1179,62,12
Hokuriku Electric Power Company ,9505.TSE,Japan,Electric Utilities,1175,5858,209
Ichibanya Co. Ltd. ,7630.TSE,Japan,Restaurants,1166,357,32
Sangetsu Corporation ,8130.TSE,Japan,Home Furnishings,1165,1263,59
Japan Excellent Inc. ,8987.TSE,Japan,Office REITs,1165,175,1
Itochu Enex Co.Ltd. ,8133.TSE,Japan,Oil and Gas Refining and Marketing,1155,6788,113
Kenedix Retail REIT Corporation ,3453.TSE,Japan,Retail REITs,1154,145,1
ATOM Corporation ,7412.TSE,Japan,Restaurants,1153,248,193
Universal Entertainment Corporation ,6425.TSE,Japan,Leisure Products,1152,1134,78
Tokuyama Corporation ,4043.TSE,Japan,Specialty Chemicals,1151,2439,72
Glory Ltd. ,6457.TSE,Japan,Industrial Machinery and Supplies and Components,1151,1885,56
OSG Corporation ,6136.TSE,Japan,Industrial Machinery and Supplies and Components,1151,1039,96
TV Asahi Holdings Corporation ,9409.TSE,Japan,Broadcasting,1151,2103,102
Life Corporation ,8194.TSE,Japan,Food Retail,1150,5551,47
Kaga Electronics Co.Ltd. ,8154.TSE,Japan,Technology Distributors,1150,4125,26
JCR Pharmaceuticals Co. Ltd. ,4552.TSE,Japan,Pharmaceuticals,1150,246,125
Mitsubishi Shokuhin Co. Ltd. ,7451.TSE,Japan,Food Distributors,1147,13955,43
The Shiga Bank Ltd. ,8366.TSE,Japan,Regional Banks,1143,683,48
Studio Dragon Corporation ,253450.KQ,South Korea,Movies and Entertainment,1142,603,30
Taiwan Union Technology Corporation ,6274.TWO,Taiwan,Electronic Components,1137,516,269
Wonik Ips Co. Ltd ,240810.KQ,South Korea,Semiconductor Materials and Equipment,1130,674,48
Benefit One Inc. ,2412.TSE,Japan,Human Resource and Employment Services,1130,286,158
freee K.K. ,4478.TSE,Japan,Application Software,1128,133,58
Okumura Corporation ,1833.TSE,Japan,Construction and Engineering,1127,1822,37
Wisdom Marine Lines Co. Limited (Cayman) ,2637.TW,Taiwan,Marine Transportation,1123,644,746
Hyosung TNC Corporation ,298020.KO,South Korea,Commodity Chemicals,1121,5898,4
Fukuda Denshi Co. Ltd. ,6960.TSE,Japan,Health Care Equipment,1118,942,30
KATITAS CO. Ltd. ,8919.TSE,Japan,Real Estate Development,1117,862,78
Seria Co. Ltd. ,2782.TSE,Japan,Broadline Retail,1117,1478,75
DeNA Co. Ltd. ,2432.TSE,Japan,Interactive Home Entertainment,1117,943,111
MIXI Inc. ,2121.TSE,Japan,Interactive Home Entertainment,1114,1003,74
Takara Bio Inc. ,4974.TSE,Japan,Biotechnology,1113,506,120
Heiwa Real Estate REIT Inc. ,8966.TSE,Japan,Diversified REITs,1113,114,1
Samyang Foods Co. Ltd. ,003230.KO,South Korea,Packaged Foods and Meats,1112,746,8
Solum Co. Ltd. ,248070.KO,South Korea,Electronic Components,1110,1509,49
DCM Holdings Co. Ltd. ,3050.TSE,Japan,Home Improvement Retail,1110,3483,134
LINTEC Corporation ,7966.TSE,Japan,Commodity Chemicals,1110,1938,68
SL Corporation ,005850.KO,South Korea,Automotive Parts and Equipment,1108,3629,46
Taihan Cable & Solution Co. Ltd. ,001440.KO,South Korea,Electrical Components and Equipment,1108,2036,124
Sam-A Aluminium Company Limited ,006110.KO,South Korea,Aluminum,1108,223,15
Sakura Development Co.Ltd ,2539.TW,Taiwan,Real Estate Development,1106,171,855
Hoshino Resorts REIT Inc. ,3287.TSE,Japan,Hotel and Resort REITs,1105,89,0
Arcadyan Technology Corporation ,3596.TW,Taiwan,Communications Equipment,1105,1577,220
Osaka Soda Co. Ltd. ,4046.TSE,Japan,Specialty Chemicals,1104,703,25
