symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
1721.TSE,COMSYS Holdings Corporation ,Japan,Construction and Engineering,2529,3919,120,120282000,JPY,"[]"
011780.KO,Kumho Petrochemical Co. Ltd. ,South Korea,Commodity Chemicals,2525,5187,27,23627100,KRW,"[]"
7564.TSE,Workman Co.Ltd. ,Japan,Apparel Retail,2524,901,82,81610304,JPY,"[consumer-50]"
8410.TSE,Seven Bank Ltd. ,Japan,Regional Banks,2524,1099,1174,1175330048,JPY,"[]"
1477.TW,Makalot Industrial Co. Ltd. ,Taiwan,Apparel Accessories and Luxury Goods,2524,1021,242,241856992,TWD,"[consumer-50]"
8253.TSE,Credit Saison Co. Ltd. ,Japan,Consumer Finance,2507,2695,156,156328000,JPY,"[consumer-50]"
5269.TW,ASMedia Technology Inc. ,Taiwan,Semiconductors,2488,170,69,69363504,TWD,"[]"
3923.TSE,Rakus Co. Ltd. ,Japan,Application Software,2476,204,181,181214000,JPY,"[tech-100]"
8424.TSE,Fuyo General Lease Co. Ltd. ,Japan,Specialized Finance,2474,4346,30,29984200,JPY,"[]"
2501.TSE,Sapporo Holdings Limited ,Japan,Brewers,2473,3480,78,78025800,JPY,"[consumer-50]"
2027.TW,Ta Chen Stainless Pipe Co. Ltd. ,Taiwan,Steel,2454,3432,2144,2143910016,TWD,"[]"
4812.TSE,Information Services International-Dentsu Ltd. ,Japan,IT Consulting and Other Services,2453,951,65,65068500,JPY,"[]"
2059.TW,King Slide Works Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,2451,212,95,95297000,TWD,"[]"
010620.KO,Hyundai Mipo Dockyard Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,2443,2922,40,39884300,KRW,"[]"
5105.TSE,Toyo Tire Corporation ,Japan,Tires and Rubber,2434,3728,154,153939008,JPY,"[]"
8985.TSE,Japan Hotel REIT Investment Corporation ,Japan,Hotel and Resort REITs,2431,144,5,4467010,JPY,"[]"
4202.TSE,Daicel Corporation ,Japan,Diversified Chemicals,2430,3741,286,285635008,JPY,"[]"
3309.TSE,Sekisui House Reit Inc. ,Japan,Diversified REITs,2423,229,4,4381480,JPY,"[]"
016360.KO,Samsung Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,2422,7269,89,89300000,KRW,"[]"
3023.TW,SINBON Electronics Co. Ltd. ,Taiwan,Electronic Components,2407,1069,240,239056000,TWD,"[tech-100]"
7649.TSE,Sugi Holdings Co.Ltd. ,Japan,Drug Retail,2403,4819,60,60316500,JPY,"[consumer-50]"
2229.TSE,Calbee Inc. ,Japan,Packaged Foods and Meats,2397,1986,125,124925000,JPY,"[]"
277810.KQ,Rainbow Robotics Co.Ltd. ,South Korea,Industrial Machinery and Supplies and Components,2395,10,19,0,KRW,"[]"
8955.TSE,Japan Prime Realty Investment Corporation ,Japan,Office REITs,2383,255,1,997178,JPY,"[]"
2812.TW,Taichung Commercial Bank Co. Ltd. ,Taiwan,Diversified Banks,2378,468,5226,5226100224,TWD,"[]"
4186.TSE,Tokyo Ohka Kogyo Co. Ltd. ,Japan,Specialty Chemicals,2372,1165,40,40278700,JPY,"[]"
3035.TW,Faraday Technology Corporation ,Taiwan,Semiconductors,2362,407,249,248550000,TWD,"[]"
6239.TW,Powertech Technology Inc. ,Taiwan,Semiconductors,2356,2335,747,747347008,TWD,"[]"
9006.TSE,Keikyu Corporation ,Japan,Rail Transportation,2349,1767,275,275281984,JPY,"[]"
008770.KO,Hotel Shilla Co.Ltd ,South Korea,Other Specialty Retail,2348,3250,38,37113100,KRW,"[]"
9504.TSE,The Chugoku Electric Power Co. Inc. ,Japan,Electric Utilities,2318,12318,360,360249984,JPY,"[]"
7180.TSE,Kyushu Financial GroupInc. ,Japan,Regional Banks,2308,1323,433,432612992,JPY,"[]"
7164.TSE,ZENKOKU HOSHO Co.Ltd. ,Japan,Specialized Finance,2292,350,69,68722896,JPY,"[]"
4483.TSE,JMDC Inc. ,Japan,Health Care Technology,2288,199,63,63305400,JPY,"[]"
5830.TSE,Iyogin HoldingsInc. ,Japan,Regional Banks,2272,944,307,306447008,JPY,"[]"
2542.TW,Highwealth Construction Corp. ,Taiwan,Real Estate Development,2267,1113,1851,1850659968,TWD,"[]"
6005.TSE,Miura Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,2264,1099,111,111058000,JPY,"[]"
035250.KO,Kangwon Land Inc. ,South Korea,Casinos and Gaming,2259,1079,203,202739008,KRW,"[]"
6481.TSE,THK Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,2253,2715,123,122581000,JPY,"[]"
071050.KO,Korea Investment Holdings Co. Ltd. ,South Korea,Investment Banking and Brokerage,2240,16480,58,52738500,KRW,"[]"
2049.TW,Hiwin Technologies Corporation ,Taiwan,Industrial Machinery and Supplies and Components,2236,829,354,353792000,TWD,"[]"
064350.KO,Hyundai Rotem Company ,South Korea,Construction Machinery and Heavy Transportation Equipment,2235,2560,109,109142000,KRW,"[]"
9364.TSE,Kamigumi Co. Ltd. ,Japan,Marine Ports and Services,2226,1871,109,107326000,JPY,"[]"
2809.TSE,Kewpie Corporation ,Japan,Packaged Foods and Meats,2225,3172,139,139004000,JPY,"[]"
4205.TSE,Zeon Corporation ,Japan,Commodity Chemicals,2223,2649,211,211279008,JPY,"[]"
041510.KQ,SM Entertainment Co. Ltd. ,South Korea,Movies and Entertainment,2219,714,23,23348700,KRW,"[entertainment-100]"
021240.KO,COWAY Co. Ltd. ,South Korea,Household Appliances,2212,2965,73,72555600,KRW,"[]"
3279.TSE,Activia Properties Inc. ,Japan,Diversified REITs,2208,250,1,807446,JPY,"[]"
9044.TSE,Nankai Electric Railway Co. Ltd. ,Japan,Rail Transportation,2201,1551,113,113228000,JPY,"[]"
7205.TSE,Hino Motors Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,2194,10536,574,574027008,JPY,"[]"
1951.TSE,EXEO Group Inc. ,Japan,Construction and Engineering,2174,4365,106,105998000,JPY,"[]"
9921.TW,Giant Manufacturing Co. Ltd. ,Taiwan,Leisure Products,2173,2875,392,392064992,TWD,"[consumer-50]"
6268.TSE,Nabtesco Corporation ,Japan,Industrial Machinery and Supplies and Components,2170,2279,120,120006000,JPY,"[]"
5711.TSE,Mitsubishi Materials Corporation ,Japan,Diversified Metals and Mining,2163,10831,131,130860000,JPY,"[]"
3397.TSE,TORIDOLL Holdings Corporation ,Japan,Restaurants,2162,1364,87,87139296,JPY,"[]"
1662.TSE,Japan Petroleum Exploration Co. Ltd. ,Japan,Oil and Gas Exploration and Production,2131,2346,54,54226300,JPY,"[]"
263750.KQ,Pearl Abyss Corp. ,South Korea,Interactive Home Entertainment,2108,277,61,13020200,KRW,"[consumer-50]"
8976.TSE,Daiwa Office Investment Corporation ,Japan,Office REITs,2107,207,1,478258,JPY,"[]"
8114.TSE,Descente Ltd. ,Japan,Apparel Accessories and Luxury Goods,2093,839,76,75504200,JPY,"[consumer-50]"
3226.TSE,Nippon Accommodations Fund Inc. ,Japan,Multi-Family Residential REITs,2090,181,1,503472,JPY,"[]"
001040.KO,CJ Corporation ,South Korea,Industrial Conglomerates,2086,31559,34,27058500,KRW,"[]"
180640.KO,Hanjin Kal ,South Korea,Passenger Airlines,2083,184,67,66321800,KRW,"[consumer-50]"
9301.TSE,Mitsubishi Logistics Corporation ,Japan,Marine Ports and Services,2077,1989,78,77798304,JPY,"[]"
6849.TSE,Nihon Kohden Corporation ,Japan,Health Care Equipment,2068,1459,84,84126400,JPY,"[]"
6324.TSE,Harmonic Drive Systems Inc. ,Japan,Industrial Machinery and Supplies and Components,2056,490,95,95064400,JPY,"[]"
2810.TSE,House Foods Group Inc. ,Japan,Packaged Foods and Meats,2054,1931,98,97538304,JPY,"[]"
9749.TSE,Fuji Soft Incorporated ,Japan,Systems Software,2044,1998,63,62817400,JPY,"[tech-100]"
6789.TW,VisEra Technologies Company Ltd. ,Taiwan,Semiconductors,2038,246,316,315776992,TWD,"[]"
003410.KO,SsangYong C&E Co. Ltd. ,South Korea,Construction Materials,2035,1632,502,498766016,KRW,"[]"
2371.TSE,Kakaku.com Inc. ,Japan,Interactive Media and Services,2024,430,201,201104000,JPY,"[consumer-50,entertainment-100]"
010120.KO,LS ELECTRIC Co. Ltd. ,South Korea,Electrical Components and Equipment,2024,2996,29,29356000,KRW,"[]"
7716.TSE,Nakanishi Inc. ,Japan,Health Care Equipment,2023,363,85,85154304,JPY,"[]"
004370.KO,Nongshim Co. Ltd. ,South Korea,Packaged Foods and Meats,2019,2532,6,5782620,KRW,"[]"
8283.TSE,Paltac Corporation ,Japan,Distributors,2014,7756,63,62846800,JPY,"[]"
8279.TSE,Yaoko Co.Ltd. ,Japan,Food Retail,2009,3985,39,38851900,JPY,"[consumer-50]"
6472.TWO,Bora Pharmaceuticals Co. LTD. ,Taiwan,Pharmaceuticals,2003,512,100,100524000,TWD,"[]"
5463.TSE,Maruichi Steel Tube Ltd. ,Japan,Steel,1998,1902,80,79623504,JPY,"[]"
7729.TSE,Tokyo Seimitsu Co. Ltd. ,Japan,Semiconductor Materials and Equipment,1977,1006,40,40424900,JPY,"[tech-100,semiconductors-25]"
3563.TSE,Food & Life Companies Ltd. ,Japan,Restaurants,1970,1994,116,115675000,JPY,"[]"
9003.TSE,Sotetsu Holdings Inc. ,Japan,Rail Transportation,1966,1780,98,97975504,JPY,"[]"
2313.TW,Compeq Manufacturing Co. Ltd. ,Taiwan,Electronic Components,1962,2243,1192,1191820032,TWD,"[tech-100]"
6755.TSE,Fujitsu General Limited ,Japan,Household Appliances,1960,2463,105,104708000,JPY,"[]"
4203.TSE,Sumitomo Bakelite Company Limited ,Japan,Specialty Chemicals,1959,1961,47,46646000,JPY,"[]"
028670.KO,Pan Ocean Co. Ltd. ,South Korea,Marine Transportation,1957,4160,535,534569984,KRW,"[]"
7337.TSE,Hirogin Holdings Inc. ,Japan,Regional Banks,1957,911,308,309841984,JPY,"[]"
6592.TSE,Mabuchi Motor Co. Ltd. ,Japan,Electrical Components and Equipment,1952,1151,65,65186500,JPY,"[]"
8972.TSE,Kenedix Office Investment Corporation ,Japan,Office REITs,1951,247,1,848430,JPY,"[]"
068760.KQ,Celltrion Pharm Inc. ,South Korea,Pharmaceuticals,1949,298,40,34052500,KRW,"[]"
3249.TSE,Industrial & Infrastructure Fund Investment Corporation ,Japan,Industrial REITs,1933,236,2,2113520,JPY,"[]"
039490.KO,Kiwoom Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,1926,5717,28,24819500,KRW,"[]"
6121.TWO,Simplo Technology Co. Ltd. ,Taiwan,Electronic Components,1924,2839,185,184970000,TWD,"[tech-100]"
6966.TSE,Mitsui High-tec Inc. ,Japan,Semiconductors,1923,1286,37,36607200,JPY,"[]"
3401.TSE,Teijin Limited ,Japan,Commodity Chemicals,1919,7053,192,192315008,JPY,"[]"
8273.TSE,Izumi Co. Ltd. ,Japan,Broadline Retail,1913,3323,72,71496304,JPY,"[consumer-50]"
2206.TW,Sanyang Motor Co. Ltd. ,Taiwan,Motorcycle Manufacturers,1912,1924,792,792158016,TWD,"[consumer-50]"
011790.KO,SKC Co. Ltd. ,South Korea,Commodity Chemicals,1904,2204,34,34005200,KRW,"[]"
1942.TSE,Kandenko Co.Ltd. ,Japan,Construction and Engineering,1899,3813,204,204350000,JPY,"[]"
5714.TSE,Dowa Holdings Co. Ltd. ,Japan,Diversified Metals and Mining,1897,5264,60,59519400,JPY,"[]"
3471.TSE,Mitsui Fudosan Logistics Park Inc. ,Japan,Industrial REITs,1893,158,1,576000,JPY,"[]"
5344.TSE,Maruwa Co.Ltd. ,Japan,Electronic Components,1892,398,12,12337200,JPY,"[tech-100]"
2811.TSE,Kagome Co. Ltd. ,Japan,Packaged Foods and Meats,1882,1488,86,86075200,JPY,"[]"
001450.KO,Hyundai Marine & Fire Insurance Co. Ltd. ,South Korea,Property and Casualty Insurance,1878,13311,78,78414496,KRW,"[]"
1503.TW,Shihlin Electric & Engineering Corp. ,Taiwan,Heavy Electrical Equipment,1869,1028,521,520972000,TWD,"[]"
4921.TSE,Fancl Corporation ,Japan,Personal Care Products,1859,727,121,120923000,JPY,"[consumer-50]"
7984.TSE,Kokuyo Co. Ltd. ,Japan,Office Services and Supplies,1843,2200,116,115528000,JPY,"[]"
9533.TSE,Toho Gas Co. Ltd. ,Japan,Gas Utilities,1841,4958,105,105120000,JPY,"[]"
3549.TSE,Kusuri No Aoki Holdings Co. Ltd. ,Japan,Consumer Staples Merchandise Retail,1834,2753,32,31532000,JPY,"[consumer-50]"
8012.TSE,Nagase & Co. Ltd. ,Japan,Trading Companies and Distributors,1830,6345,115,114567000,JPY,"[]"
6406.TSE,Fujitec Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,1823,1496,78,77973000,JPY,"[]"
2337.TW,Macronix International Co. Ltd. ,Taiwan,Semiconductors,1822,1126,1854,1853869952,TWD,"[]"
6807.TSE,Japan Aviation Electronics Industry Limited ,Japan,Electronic Components,1816,1599,91,91100496,JPY,"[tech-100]"
002790.KO,AMOREPACIFIC Group ,South Korea,Personal Care Products,1814,3224,90,76259504,KRW,"[consumer-50]"
403870.KQ,HPSP Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,1806,150,81,0,KRW,"[tech-100,semiconductors-25]"
052690.KO,KEPCO Engineering & Construction Company Inc. ,South Korea,Construction and Engineering,1805,403,38,38043500,KRW,"[]"
3234.TSE,Mori Hills REIT Investment Corporation ,Japan,Office REITs,1804,159,2,1916330,JPY,"[]"
214150.KQ,CLASSYS Inc. ,South Korea,Health Care Equipment,1799,120,64,0,KRW,"[]"
282330.KO,BGF retail CO. LTD. ,South Korea,Food Retail,1798,6038,17,17275000,KRW,"[consumer-50]"
6770.TSE,Alps Alpine Co. Ltd. ,Japan,Electronic Components,1797,6547,206,205479008,JPY,"[tech-100]"
9090.TSE,AZ-COM MARUWA Holdings Inc. ,Japan,Air Freight and Logistics,1793,1275,126,125850000,JPY,"[]"
1722.TW,Taiwan Fertilizer Co. Ltd. ,Taiwan,Fertilizers and Agricultural Chemicals,1793,472,980,980000000,TWD,"[]"
8967.TSE,Japan Logistics Fund Inc. ,Japan,Industrial REITs,1787,152,1,934000,JPY,"[]"
3466.TSE,LaSalle LOGIPORT REIT ,Japan,Industrial REITs,1780,160,2,1863850,JPY,"[]"
6728.TSE,ULVAC Inc. ,Japan,Semiconductor Materials and Equipment,1780,1574,49,49248700,JPY,"[tech-100,semiconductors-25]"
6176.TW,Radiant Opto-Electronics Corporation ,Taiwan,Semiconductors,1776,1744,465,465027008,TWD,"[]"
4401.TSE,Adeka Corporation ,Japan,Commodity Chemicals,1775,2740,103,102504000,JPY,"[]"
267260.KO,HD Hyundai Electric Co. Ltd. ,South Korea,Heavy Electrical Equipment,1769,1840,36,35992700,KRW,"[]"
7458.TSE,Daiichikosho Co. Ltd. ,Japan,Movies and Entertainment,1766,922,108,107194000,JPY,"[entertainment-100]"
5471.TSE,Daido Steel Co. Ltd. ,Japan,Steel,1765,4031,43,42625800,JPY,"[]"
2206.TSE,Ezaki Glico Co. Ltd. ,Japan,Packaged Foods and Meats,1746,2199,64,63590800,JPY,"[]"
5991.TSE,NHK Spring Co. Ltd. ,Japan,Automotive Parts and Equipment,1736,4963,227,226516992,JPY,"[]"
3941.TSE,Rengo Co. Ltd. ,Japan,Paper and Plastic Packaging Products and Materials,1736,6015,248,247690000,JPY,"[]"
8961.TSE,MORI TRUST REIT Inc. ,Japan,Diversified REITs,1733,102,4,3560000,JPY,"[]"
5214.TSE,Nippon Electric Glass Co. Ltd. ,Japan,Electronic Components,1731,2013,93,93042704,JPY,"[tech-100]"
1802.TW,Taiwan Glass Ind. Corp. ,Taiwan,Building Products,1725,1337,2908,2908059904,TWD,"[]"
7071.TSE,Amvis Holdings Inc. ,Japan,Health Care Facilities,1718,205,98,97997296,JPY,"[]"
058470.KQ,LEENO Industrial Inc. ,South Korea,Semiconductors,1715,202,15,15799600,KRW,"[]"
4118.TSE,Kaneka Corporation ,Japan,Commodity Chemicals,1714,5158,65,64893700,JPY,"[]"
3994.TSE,Money Forward Inc. ,Japan,Application Software,1712,184,54,54095800,JPY,"[tech-100]"
1893.TSE,Penta-Ocean Construction Co. Ltd. ,Japan,Construction and Engineering,1709,3612,285,285158016,JPY,"[]"
6781.TW,Advanced Energy Solution Holding Co. Ltd. ,Taiwan,Electrical Components and Equipment,1695,409,85,85419000,TWD,"[]"
272210.KO,Hanwha Systems Co. Ltd. ,South Korea,Aerospace and Defense,1693,1745,187,186992992,KRW,"[]"
5301.TSE,Tokai Carbon Co. Ltd. ,Japan,Commodity Chemicals,1688,2502,213,213195008,JPY,"[]"
4208.TSE,UBE Corporation ,Japan,Diversified Chemicals,1686,3374,97,97040600,JPY,"[]"
1907.TW,YFY Inc. ,Taiwan,Paper Products,1678,2419,1660,1660370048,TWD,"[]"
2204.TW,China Motor Corporation ,Taiwan,Automobile Manufacturers,1676,1079,554,553619968,TWD,"[]"
9449.TSE,GMO internet group Inc. ,Japan,Internet Services and Infrastructure,1675,1730,106,106161000,JPY,"[tech-100]"
3282.TSE,Comforia Residential REIT Inc ,Japan,Multi-Family Residential REITs,1669,147,1,715982,JPY,"[]"
2264.TSE,Morinaga Milk Industry Co. Ltd. ,Japan,Packaged Foods and Meats,1669,3701,44,44110900,JPY,"[]"
112610.KO,CS Wind Corporation ,South Korea,Heavy Electrical Equipment,1666,1141,41,41429500,KRW,"[]"
9010.TSE,Fuji Kyuko Co. Ltd. ,Japan,Leisure Facilities,1666,312,53,53100300,JPY,"[consumer-50]"
8964.TSE,Frontier Real Estate Investment Corporation ,Japan,Retail REITs,1659,159,1,541000,JPY,"[]"
7189.TSE,Nishi-Nippon Financial Holdings Inc. ,Japan,Regional Banks,1654,1023,142,141495008,JPY,"[]"
008930.KO,Hanmi Science Co. Ltd. ,South Korea,Pharmaceuticals,1653,871,68,67996096,KRW,"[]"
8986.TSE,Daiwa Securities Living Investment Corporation ,Japan,Multi-Family Residential REITs,1653,179,2,2260890,JPY,"[]"
8876.TSE,Relo Group Inc. ,Japan,Real Estate Services,1643,872,153,152854000,JPY,"[]"
8282.TSE,K's Holdings Corporation ,Japan,Computer and Electronics Retail,1641,5025,178,176644000,JPY,"[consumer-50]"
328130.KQ,Lunit Inc. ,South Korea,Health Care Technology,1640,19,12,0,KRW,"[]"
8341.TSE,The 77 Bank Ltd. ,Japan,Regional Banks,1636,870,74,73987696,JPY,"[]"
7163.TSE,SBI Sumishin Net Bank Ltd. ,Japan,Diversified Banks,1636,638,151,0,JPY,"[]"
138930.KO,BNK Financial Group Inc. ,South Korea,Regional Banks,1628,3832,322,322088000,KRW,"[]"
9914.TW,Merida Industry Co. Ltd. ,Taiwan,Leisure Products,1625,1151,299,298984000,TWD,"[consumer-50]"
2531.TSE,Takara Holdings Inc. ,Japan,Distillers and Vintners,1623,2451,198,197704992,JPY,"[consumer-50]"
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp. ,Taiwan,Heavy Electrical Equipment,1622,648,486,485807008,TWD,"[]"
3278.TSE,Kenedix Residential Next Investment Corporation ,Japan,Multi-Family Residential REITs,1616,141,1,1070430,JPY,"[]"
4902.TSE,Konica Minolta Inc. ,Japan,Technology Hardware Storage and Peripherals,1612,7947,494,494097984,JPY,"[]"
2634.TW,Aerospace Industrial Development Corporation ,Taiwan,Aerospace and Defense,1606,1174,942,941867008,TWD,"[]"
2296.TSE,Itoham Yonekyu Holdings Inc. ,Japan,Packaged Foods and Meats,1605,6487,57,56965700,JPY,"[]"
081660.KO,FILA Holdings Corporation ,South Korea,Apparel Accessories and Luxury Goods,1601,3213,60,60095800,KRW,"[consumer-50]"
7581.TSE,Saizeriya Co.Ltd. ,Japan,Restaurants,1595,1210,49,48700900,JPY,"[]"
6436.TSE,Amano Corporation ,Japan,Electronic Equipment and Instruments,1595,948,72,71975600,JPY,"[tech-100]"
6432.TSE,Takeuchi Mfg. Co. Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,1591,1357,48,47745100,JPY,"[]"
4681.TSE,Resorttrust Inc. ,Japan,Hotels Resorts and Cruise Lines,1585,1194,106,107557000,JPY,"[]"
088350.KO,Hanwha Life Insurance Co. Ltd. ,South Korea,Life and Health Insurance,1583,24382,751,751390016,KRW,"[]"
6147.TWO,Chipbond Technology Corporation ,Taiwan,Semiconductors,1577,664,745,738675968,TWD,"[]"
6740.TSE,Japan Display Inc. ,Japan,Electronic Components,1575,1844,6189,3880389888,JPY,"[tech-100]"
9605.TSE,Toei Company Ltd. ,Japan,Movies and Entertainment,1572,1268,12,12381500,JPY,"[entertainment-100]"
111770.KO,Youngone Corporation ,South Korea,Apparel Accessories and Luxury Goods,1565,3073,44,43866100,KRW,"[consumer-50]"
2127.TSE,Nihon M&A Center Holdings Inc. ,Japan,Research and Consulting Services,1564,280,324,324184000,JPY,"[]"
042670.KO,HD Hyundai Infracore Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,1561,3808,200,199539008,KRW,"[]"
4631.TSE,DIC Corporation ,Japan,Specialty Chemicals,1560,7249,95,94652800,JPY,"[]"
6055.TSE,JAPAN MATERIAL Co. Ltd. ,Japan,Semiconductor Materials and Equipment,1554,318,103,102652000,JPY,"[tech-100,semiconductors-25]"
5904.TWO,POYA International Co. Ltd. ,Taiwan,Broadline Retail,1549,673,104,103204000,TWD,"[consumer-50]"
2492.TW,Walsin Technology Corporation ,Taiwan,Electronic Components,1543,1020,485,484804000,TWD,"[tech-100]"
1332.TSE,Nissui Corporation ,Japan,Packaged Foods and Meats,1536,5421,311,311232992,JPY,"[]"
293490.KQ,Kakao Games Corp. ,South Korea,Interactive Home Entertainment,1534,807,82,0,KRW,"[consumer-50]"
7518.TSE,Net One Systems Co. Ltd. ,Japan,IT Consulting and Other Services,1531,1492,82,82194400,JPY,"[]"
7762.TSE,Citizen Watch Co. Ltd. ,Japan,Electronic Equipment and Instruments,1528,2094,244,243807008,JPY,"[tech-100]"
3706.TW,MiTAC Holdings Corporation ,Taiwan,Technology Hardware Storage and Peripherals,1527,1420,1207,1206560000,TWD,"[]"
3295.TSE,Hulic Reit Inc. ,Japan,Diversified REITs,1526,163,1,1440000,JPY,"[]"
000990.KO,DB HiTek CO. LTD. ,South Korea,Semiconductors,1524,1102,42,41671900,KRW,"[]"
036460.KO,Korea Gas Corporation ,South Korea,Gas Utilities,1514,41721,86,85827000,KRW,"[]"
6134.TSE,Fuji Corporation ,Japan,Industrial Machinery and Supplies and Components,1504,1018,96,94636600,JPY,"[]"
6951.TSE,JEOL Ltd. ,Japan,Health Care Equipment,1499,1124,51,51061400,JPY,"[]"
030000.KO,Cheil Worldwide Inc. ,South Korea,Advertising,1499,3222,101,101279000,KRW,"[]"
7313.TSE,TS TECH Co. Ltd. ,Japan,Automotive Parts and Equipment,1479,2907,128,127505000,JPY,"[]"
2845.TW,Far Eastern International Bank Ltd. ,Taiwan,Diversified Banks,1472,382,4070,4069479936,TWD,"[]"
3005.TW,Getac Holdings Corporation ,Taiwan,Technology Hardware Storage and Peripherals,1466,1098,608,608318016,TWD,"[]"
5706.TSE,Mitsui Mining & Smelting Co. Ltd. ,Japan,Diversified Metals and Mining,1465,4388,57,57138100,JPY,"[]"
9759.TSE,NSD Co. Ltd. ,Japan,IT Consulting and Other Services,1455,577,77,76867904,JPY,"[]"
204320.KO,HL Mando Corporation ,South Korea,Automotive Parts and Equipment,1454,6251,47,46957100,KRW,"[]"
6412.TSE,Heiwa Corporation ,Japan,Leisure Facilities,1449,986,99,98628496,JPY,"[consumer-50]"
2175.TSE,SMS Co. Ltd. ,Japan,Human Resource and Employment Services,1449,334,88,87559000,JPY,"[]"
3360.TSE,Ship Healthcare Holdings Inc. ,Japan,Health Care Distributors,1447,4133,94,94350200,JPY,"[]"
4114.TSE,Nippon Shokubai Co. Ltd. ,Japan,Specialty Chemicals,1443,2804,39,39313500,JPY,"[]"
6995.TSE,Tokai Rika Co. Ltd. ,Japan,Automotive Parts and Equipment,1443,3990,91,91322800,JPY,"[]"
6674.TSE,GS Yuasa Corporation ,Japan,Electrical Components and Equipment,1442,3644,81,80453400,JPY,"[]"
4206.TSE,Aica Kogyo Company Limited ,Japan,Specialty Chemicals,1439,1666,64,64010800,JPY,"[]"
3148.TSE,Create SD Holdings Co. Ltd. ,Japan,Drug Retail,1439,2727,63,63218500,JPY,"[consumer-50]"
1319.TW,Tong Yang Industry Co. Ltd. ,Taiwan,Automotive Parts and Equipment,1438,706,592,591476992,TWD,"[]"
4506.TSE,Sumitomo Pharma Co. Ltd. ,Japan,Pharmaceuticals,1438,3260,397,397292000,JPY,"[]"
7994.TSE,Okamura Corporation ,Japan,Office Services and Supplies,1435,1967,95,94648896,JPY,"[]"
5032.TSE,ANYCOLOR Inc. ,Japan,Movies and Entertainment,1434,200,63,62321200,JPY,"[entertainment-100]"
4540.TSE,Tsumura & Co. ,Japan,Pharmaceuticals,1428,987,76,76391400,JPY,"[]"
8628.TSE,Matsui Securities Co. Ltd. ,Japan,Investment Banking and Brokerage,1428,206,257,257204992,JPY,"[]"
6412.TW,Chicony Power Technology Co. Ltd. ,Taiwan,Electrical Components and Equipment,1419,1215,399,399040992,TWD,"[]"
4587.TSE,PeptiDream Inc. ,Japan,Biotechnology,1417,216,130,129831000,JPY,"[]"
5832.TSE,Chugin Financial GroupInc. ,Japan,Regional Banks,1416,890,184,183760000,JPY,"[]"
079550.KO,LIG Nex1 Co. Ltd. ,South Korea,Aerospace and Defense,1414,1819,22,21794400,KRW,"[]"
1210.TW,Great Wall Enterprise Co. Ltd. ,Taiwan,Packaged Foods and Meats,1413,3700,846,845707008,TWD,"[]"
012750.KO,S-1 Corporation ,South Korea,Security and Alarm Services,1412,1923,34,33810200,KRW,"[]"
9744.TSE,Meitec Corporation ,Japan,Human Resource and Employment Services,1412,842,78,78422000,JPY,"[]"
9336.TSE,Daiei Kankyo Co. Ltd. ,Japan,Environmental and Facilities Services,1407,477,100,0,JPY,"[]"
5522.TW,Farglory Land Development Co. Ltd. ,Taiwan,Real Estate Development,1403,694,782,781596032,TWD,"[]"
214370.KQ,Caregen Co. Ltd. ,South Korea,Pharmaceuticals,1400,61,49,10743000,KRW,"[]"
6925.TSE,Ushio Inc. ,Japan,Electrical Components and Equipment,1395,1207,114,114496000,JPY,"[]"
139480.KO,E-MART Inc. ,South Korea,Consumer Staples Merchandise Retail,1392,22465,27,26788400,KRW,"[consumer-50]"
3880.TSE,Daio Paper Corporation ,Japan,Paper Products,1392,4571,166,166196000,JPY,"[]"
7616.TSE,Colowide Co.Ltd. ,Japan,Restaurants,1386,1569,87,86679600,JPY,"[]"
8242.TSE,H2O Retailing Corporation ,Japan,Food Retail,1385,4382,115,115213000,JPY,"[consumer-50]"
8377.TSE,Hokuhoku Financial Group Inc. ,Japan,Regional Banks,1380,1163,125,124586000,JPY,"[]"
8129.TSE,Toho Holdings Co. Ltd. ,Japan,Health Care Distributors,1380,9796,65,64631300,JPY,"[]"
004170.KO,SHINSEGAE Inc. ,South Korea,Broadline Retail,1380,5549,10,9436410,KRW,"[consumer-50]"
2006.TW,Tung Ho Steel Enterprise Corporation ,Taiwan,Steel,1377,1860,730,730214016,TWD,"[]"
5631.TSE,The Japan Steel Works Ltd. ,Japan,Industrial Machinery and Supplies and Components,1375,1718,74,73595504,JPY,"[]"
6103.TSE,Okuma Corporation ,Japan,Industrial Machinery and Supplies and Components,1374,1583,31,30804100,JPY,"[]"
9072.TSE,NIKKON Holdings Co.Ltd. ,Japan,Cargo Ground Transportation,1372,1487,64,64129100,JPY,"[]"
