symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
6533.TW,Andes Technology Corporation ,Taiwan,Semiconductors,623,32,51,50651000,TWD,"[]"
036540.KQ,SFA Semicon Co. Ltd. ,South Korea,Semiconductors,611,443,164,140396000,KRW,"[]"
5122.TSE,Okamoto Industries Inc. ,Japan,Commodity Chemicals,608,704,18,17595300,JPY,"[]"
2392.TW,Cheng Uei Precision Industry Co. Ltd. ,Taiwan,Electronic Components,606,2896,477,477262016,TWD,"[tech-100]"
271940.KO,Iljin Hysolus Co. Ltd. ,South Korea,Automotive Parts and Equipment,606,73,36,36313200,KRW,"[]"
8544.TSE,The Keiyo Bank Ltd. ,Japan,Regional Banks,604,456,126,125566000,JPY,"[]"
5440.TSE,Kyoei Steel Ltd. ,Japan,Steel,604,2360,43,43459000,JPY,"[]"
7130.TSE,Yamae Group Holdings Co.Ltd. ,Japan,Distributors,598,4172,24,23686600,JPY,"[]"
6703.TSE,Oki Electric Industry Co. Ltd. ,Japan,Electronic Equipment and Instruments,598,2576,87,86619600,JPY,"[tech-100]"
2328.TW,Pan-International Industrial Corp. ,Taiwan,Electronic Components,596,846,518,518345984,TWD,"[tech-100]"
4105.TWO,TTY Biopharm Company Limited ,Taiwan,Pharmaceuticals,596,170,249,248650000,TWD,"[]"
365550.KO,ESR Kendall Square REIT Co. Ltd. ,South Korea,Industrial REITs,595,75,213,213088992,KRW,"[]"
8155.TSE,Mimasu Semiconductor Industry Co. Ltd. ,Japan,Semiconductor Materials and Equipment,595,651,32,32124600,JPY,"[tech-100,semiconductors-25]"
2850.TW,Shinkong Insurance Co. Ltd. ,Taiwan,Property and Casualty Insurance,593,614,316,315963008,TWD,"[]"
8074.TSE,Yuasa Trading Co. Ltd. ,Japan,Trading Companies and Distributors,593,3501,21,21047000,JPY,"[]"
6652.TSE,IDEC Corporation ,Japan,Electrical Components and Equipment,592,566,29,29258500,JPY,"[]"
4979.TWO,LuxNet Corporation ,Taiwan,Communications Equipment,588,61,132,132340000,TWD,"[tech-100]"
2704.TW,The Ambassador HotelLtd. ,Taiwan,Hotels Resorts and Cruise Lines,587,46,367,366923008,TWD,"[]"
7283.TSE,Aisan Industry Co. Ltd. ,Japan,Automotive Parts and Equipment,584,1796,63,62592500,JPY,"[]"
7250.TSE,Pacific Industrial Co. Ltd. ,Japan,Automotive Parts and Equipment,584,1356,59,59642000,JPY,"[]"
4051.TSE,GMO Financial Gate Inc. ,Japan,Transaction and Payment Processing Services,583,103,8,8305090,JPY,"[]"
6732.TWO,Sensortek Technology Corp. ,Taiwan,Electronic Components,582,114,49,48912000,TWD,"[tech-100]"
2597.TW,Ruentex Engineering & Construction Co. Ltd. ,Taiwan,Construction and Engineering,577,754,185,184950000,TWD,"[]"
1515.TSE,Nittetsu Mining Co. Ltd. ,Japan,Diversified Metals and Mining,569,1132,17,16636700,JPY,"[]"
3587.TWO,Materials Analysis Technology Inc. ,Taiwan,Semiconductor Materials and Equipment,568,146,69,62487600,TWD,"[tech-100,semiconductors-25]"
8219.TSE,Aoyama Trading Co. Ltd. ,Japan,Apparel Retail,568,1293,50,49842800,JPY,"[consumer-50]"
181710.KO,NHN Corporation ,South Korea,Interactive Home Entertainment,566,1657,34,33705800,KRW,"[consumer-50]"
3493.TSE,Advance Logistics Investment Corporation ,Japan,Industrial REITs,566,49,1,674400,JPY,"[]"
3993.TSE,PKSHA Technology Inc. ,Japan,Application Software,565,91,31,31116600,JPY,"[tech-100]"
020560.KO,Asiana Airlines Inc. ,South Korea,Passenger Airlines,561,5303,74,74411800,KRW,"[consumer-50]"
7868.TSE,KOSAIDO Holdings Co. Ltd. ,Japan,Commercial Printing,561,252,27,26938400,JPY,"[]"
3413.TW,Foxsemicon Integrated Technology Inc. ,Taiwan,Semiconductor Materials and Equipment,560,479,97,97160000,TWD,"[tech-100,semiconductors-25]"
4293.TSE,Septeni Holdings Co. Ltd. ,Japan,Advertising,559,200,207,208799008,JPY,"[]"
3476.TSE,MIRAI Corporation ,Japan,Office REITs,556,93,2,1771440,JPY,"[]"
1536.TW,Hota Industrial Mfg. Co. Ltd. ,Taiwan,Automotive Parts and Equipment,555,235,280,279518016,TWD,"[]"
058970.KQ,EMRO. Incorporated. ,South Korea,Application Software,554,45,11,0,KRW,"[tech-100]"
7915.TSE,Nissha Co. Ltd. ,Japan,Electronic Components,552,1306,49,48932800,JPY,"[tech-100]"
9229.TSE,Sunwels Co.Ltd. ,Japan,Health Care Facilities,543,107,30,29883300,JPY,"[]"
015750.KQ,Sungwoo Hitech Co. Ltd. ,South Korea,Automotive Parts and Equipment,543,3249,80,79991600,KRW,"[]"
082640.KO,Tong Yang Life Insurance Co. Ltd. ,South Korea,Life and Health Insurance,542,7659,156,155890000,KRW,"[]"
2501.TW,Cathay Real Estate Development Co.Ltd. ,Taiwan,Real Estate Development,542,648,1160,1159559936,TWD,"[]"
1885.TSE,TOA Corporation ,Japan,Construction and Engineering,537,1584,21,20801100,JPY,"[]"
2608.TW,Kerry TJ Logistics Company Limited ,Taiwan,Air Freight and Logistics,536,390,467,467000000,TWD,"[]"
039130.KO,Hanatour Service Inc. ,South Korea,Hotels Resorts and Cruise Lines,532,189,16,15489900,KRW,"[]"
5970.TSE,G-Tekt Corporation ,Japan,Automotive Parts and Equipment,532,2253,43,43010000,JPY,"[]"
8131.TW,Formosa Advanced Technologies Co. Ltd. ,Taiwan,Semiconductors,529,296,442,442222016,TWD,"[]"
4212.TSE,Sekisui Jushi Corporation ,Japan,Building Products,529,455,33,32810800,JPY,"[]"
6810.TSE,Maxell Ltd. ,Japan,Electronic Components,527,918,46,45824400,JPY,"[tech-100]"
4956.TSE,Konishi Co. Ltd. ,Japan,Commodity Chemicals,526,882,33,33457600,JPY,"[]"
6023.TWO,Yuanta Futures Co. Ltd. ,Taiwan,Investment Banking and Brokerage,526,106,290,289976000,TWD,"[]"
9068.TSE,Maruzen Showa Unyu Co. Ltd. ,Japan,Cargo Ground Transportation,526,973,20,20289200,JPY,"[]"
7157.TSE,Lifenet Insurance Company ,Japan,Life and Health Insurance,522,166,80,69779504,JPY,"[]"
3636.TSE,Mitsubishi Research Institute Inc. ,Japan,IT Consulting and Other Services,521,843,16,16251100,JPY,"[]"
2913.TW,Taiwan Tea Corporation ,Taiwan,Packaged Foods and Meats,520,13,790,790000000,TWD,"[]"
1710.TW,Oriental Union Chemical Corporation ,Taiwan,Commodity Chemicals,520,658,877,876593984,TWD,"[]"
7739.TSE,Canon Electronics Inc. ,Japan,Electronic Components,520,688,41,40871900,JPY,"[tech-100]"
3593.TSE,Hogy Medical Co.Ltd. ,Japan,Health Care Supplies,520,271,24,24257000,JPY,"[]"
222080.KQ,Creative & Innovative System Corporation ,South Korea,Industrial Machinery and Supplies and Components,518,119,70,0,KRW,"[]"
8131.TSE,Mitsuuroko Group Holdings Co.Ltd. ,Japan,Oil and Gas Refining and Marketing,518,2215,60,59470400,JPY,"[]"
5508.TWO,Yungshin Construction & Development Co.Ltd. ,Taiwan,Diversified Real Estate Activities,517,163,217,217428000,TWD,"[]"
2515.TW,BES Engineering Corporation ,Taiwan,Construction and Engineering,516,559,1531,1530899968,TWD,"[]"
5351.TSE,Shinagawa Refractories Co. Ltd. ,Japan,Construction Materials,513,913,47,46786800,JPY,"[]"
2331.TW,Elitegroup Computer Systems Co.Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,513,773,557,557403008,TWD,"[]"
4290.TSE,Prestige International Inc. ,Japan,Diversified Support Services,513,386,128,128002000,JPY,"[]"
087010.KQ,Peptron Inc. ,South Korea,Life Sciences Tools and Services,512,3,21,15326500,KRW,"[]"
7388.TSE,FP Partner Inc. ,Japan,Insurance Brokers,512,200,23,0,JPY,"[]"
2715.TSE,Elematec Corporation ,Japan,Electronic Manufacturing Services,512,1611,41,40946900,JPY,"[tech-100]"
3016.TW,Episil-Precision Inc. ,Taiwan,Semiconductors,511,163,289,288539008,TWD,"[]"
9543.TSE,Shizuoka Gas Co. Ltd. ,Japan,Gas Utilities,510,1651,74,74150000,JPY,"[]"
007340.KO,DN Automotive Corporation ,South Korea,Automotive Parts and Equipment,509,2569,9,8618120,KRW,"[]"
6345.TSE,Aichi Corporation ,Japan,Construction Machinery and Heavy Transportation Equipment,508,419,75,74026800,JPY,"[]"
6351.TSE,Tsurumi Manufacturing Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,508,393,25,24563400,JPY,"[]"
210980.KO,SK D&D Co. Ltd. ,South Korea,Real Estate Development,506,469,24,22189500,KRW,"[]"
5306.TW,KMC (Kuei Meng) International Inc. ,Taiwan,Leisure Products,505,188,126,126000000,TWD,"[consumer-50]"
4044.TSE,Central Glass Co. Ltd. ,Japan,Building Products,503,1183,25,24780200,JPY,"[]"
6875.TSE,MegaChips Corporation ,Japan,Semiconductors,500,506,18,17524800,JPY,"[]"
5943.TSE,Noritz Corporation ,Japan,Building Products,497,1487,46,45961000,JPY,"[]"
4526.TSE,Riken Vitamin Co. Ltd. ,Japan,Packaged Foods and Meats,496,618,33,32812100,JPY,"[]"
9416.TSE,Vision Inc. ,Japan,Integrated Telecommunication Services,496,204,49,48983600,JPY,"[]"
3156.TSE,Restar Holdings Corporation ,Japan,Technology Distributors,496,3418,30,30068100,JPY,"[]"
025980.KQ,Ananti Inc. ,South Korea,Leisure Facilities,496,549,91,80892400,KRW,"[consumer-50]"
3583.TW,Scientech Corporation ,Taiwan,Technology Distributors,494,200,80,80328000,TWD,"[]"
8346.TSE,The Toho Bank Ltd. ,Japan,Regional Banks,491,378,252,252056992,JPY,"[]"
9536.TSE,Saibu Gas Holdings Co.Ltd. ,Japan,Gas Utilities,491,1886,37,37026600,JPY,"[]"
9960.TSE,Totech Corporation ,Japan,Trading Companies and Distributors,491,904,14,13687500,JPY,"[]"
3465.TSE,Ki-Star Real Estate Co.Ltd ,Japan,Homebuilding,491,1749,16,15757300,JPY,"[]"
7995.TSE,Valqua Ltd. ,Japan,Commodity Chemicals,491,439,18,17551700,JPY,"[]"
090460.KO,BH Co. Ltd. ,South Korea,Electronic Components,487,1211,32,0,KRW,"[tech-100]"
5449.TSE,Osaka Steel Co. Ltd. ,Japan,Steel,487,830,39,38919800,JPY,"[]"
1879.TSE,Shinnihon Corporation ,Japan,Construction and Engineering,487,810,59,58489900,JPY,"[]"
4551.TW,Global PMX Co. Ltd. ,Taiwan,Automotive Parts and Equipment,487,267,115,115222000,TWD,"[]"
5195.TSE,Bando Chemical Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,487,723,44,43759000,JPY,"[]"
3445.TSE,RS Technologies Co. Ltd. ,Japan,Semiconductors,485,358,26,26280800,JPY,"[]"
086450.KQ,DongKook Pharmaceutical Co. Ltd. ,South Korea,Pharmaceuticals,483,526,44,8789660,KRW,"[]"
5946.TSE,Chofu Seisakusho Co. Ltd. ,Japan,Household Appliances,483,344,34,34112800,JPY,"[]"
7613.TSE,SIIX Corporation ,Japan,Electronic Manufacturing Services,482,2090,47,47073900,JPY,"[tech-100]"
344820.KO,KCC GLASS Corporation ,South Korea,Building Products,482,1233,16,15943300,KRW,"[]"
7595.TSE,ARGO GRAPHICS Inc. ,Japan,IT Consulting and Other Services,482,372,21,21318900,JPY,"[]"
9925.TW,Taiwan Shin Kong Security Co. Ltd. ,Taiwan,Security and Alarm Services,479,249,384,384206016,TWD,"[]"
4216.TSE,Asahi Yukizai Corporation ,Japan,Commodity Chemicals,477,563,19,19158300,JPY,"[]"
7826.TSE,Furuya Metal Co. Ltd. ,Japan,Semiconductors,477,333,7,6981710,JPY,"[]"
7246.TSE,Press Kogyo Co. Ltd. ,Japan,Automotive Parts and Equipment,476,1340,100,101433000,JPY,"[]"
348210.KQ,NEXTIN Inc. ,South Korea,Semiconductor Materials and Equipment,471,89,10,0,KRW,"[tech-100,semiconductors-25]"
5607.TW,Farglory Free Trade Zone Investment Holding Co. Ltd. ,Taiwan,Air Freight and Logistics,471,95,301,301376992,TWD,"[]"
1934.TSE,Yurtec Corporation ,Japan,Construction and Engineering,470,1604,72,71594496,JPY,"[]"
7972.TSE,Itoki Corporation ,Japan,Office Services and Supplies,469,884,45,45282800,JPY,"[]"
005250.KO,Green Cross Holdings Corporation ,South Korea,Biotechnology,467,1545,45,44934200,KRW,"[]"
082740.KO,HSD Engine Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,467,599,72,71522400,KRW,"[]"
7241.TSE,Futaba Industrial Co. Ltd. ,Japan,Automotive Parts and Equipment,466,5251,89,89426800,JPY,"[]"
3034.TSE,Qol Holdings Co. Ltd. ,Japan,Drug Retail,465,1196,37,37125200,JPY,"[consumer-50]"
272450.KO,Jin Air Co. Ltd. ,South Korea,Passenger Airlines,464,768,52,51533600,KRW,"[consumer-50]"
009450.KO,Kyung Dong Navien Co. Ltd. ,South Korea,Building Products,464,885,15,14452900,KRW,"[]"
2353.TSE,NIPPON PARKING DEVELOPMENT Co.Ltd. ,Japan,Environmental and Facilities Services,458,224,317,316340992,JPY,"[]"
6459.TSE,Daiwa Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,458,315,49,49364300,JPY,"[]"
3492.TSE,Takara Leben Real Estate Investment Corporation ,Japan,Diversified REITs,457,53,1,687335,JPY,"[]"
3561.TSE,Chikaranomoto Holdings Co.Ltd. ,Japan,Restaurants,457,191,30,30029600,JPY,"[]"
6376.TSE,Nikkiso Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,456,1223,66,66161600,JPY,"[]"
4848.TSE,Fullcast Holdings Co. Ltd. ,Japan,Human Resource and Employment Services,454,463,36,35630700,JPY,"[]"
6284.TSE,Nissei ASB Machine Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,454,217,15,14991700,JPY,"[]"
8032.TSE,Japan Pulp and Paper Company Limited ,Japan,Trading Companies and Distributors,454,3842,14,13718600,JPY,"[]"
7226.TSE,Kyokuto Kaihatsu Kogyo Co.Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,454,800,38,38250500,JPY,"[]"
4781.TSE,Nihon Housing Co.Ltd. ,Japan,Diversified Real Estate Activities,452,986,64,64312600,JPY,"[]"
8182.TSE,Inageya Co. Ltd. ,Japan,Food Retail,452,1741,46,46347500,JPY,"[consumer-50]"
4906.TW,Gemtek Technology Co. Ltd. ,Taiwan,Communications Equipment,451,973,398,398774016,TWD,"[tech-100]"
4142.TW,Adimmune Corporation ,Taiwan,Biotechnology,446,62,422,421508000,TWD,"[]"
3030.TW,Test Research Inc. ,Taiwan,Electronic Equipment and Instruments,446,162,236,236216000,TWD,"[tech-100]"
3608.TSE,TSI Holdings Co.Ltd. ,Japan,Apparel Accessories and Luxury Goods,444,1114,82,83575000,JPY,"[consumer-50]"
1821.TSE,Sumitomo Mitsui Construction Co.Ltd. ,Japan,Construction and Engineering,443,3239,157,156492992,JPY,"[]"
049770.KO,Dongwon F&B Co. Ltd. ,South Korea,Packaged Foods and Meats,442,3223,19,19295600,KRW,"[]"
9997.TSE,Belluna Co. Ltd. ,Japan,Broadline Retail,442,1458,97,96690496,JPY,"[consumer-50]"
7860.TSE,Avex Inc. ,Japan,Movies and Entertainment,441,865,45,45148500,JPY,"[entertainment-100]"
4633.TSE,Sakata INX Corporation ,Japan,Specialty Chemicals,439,1537,50,50028800,JPY,"[]"
2211.TSE,Fujiya Co. Ltd. ,Japan,Packaged Foods and Meats,438,713,26,25776100,JPY,"[]"
1980.TSE,Dai-Dan Co. Ltd. ,Japan,Construction and Engineering,436,1323,43,42819800,JPY,"[]"
178320.KQ,Seojin System Co.Ltd ,South Korea,Communications Equipment,435,631,38,18100700,KRW,"[tech-100]"
5715.TSE,Furukawa Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,432,1446,37,37190200,JPY,"[]"
1522.TW,TYC Brother Industrial Co. Ltd. ,Taiwan,Automotive Parts and Equipment,422,613,312,311958016,TWD,"[]"
4755.TW,San Fu Chemical Co. Ltd. ,Taiwan,Specialty Chemicals,422,157,101,100706000,TWD,"[]"
4917.TSE,Mandom Corporation ,Japan,Personal Care Products,419,480,45,44965400,JPY,"[consumer-50]"
7014.TSE,Namura Shipbuilding Co. Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,416,815,69,69336400,JPY,"[]"
6166.TW,Adlink Technology Inc. ,Taiwan,Technology Hardware Storage and Peripherals,415,390,218,217496992,TWD,"[]"
2905.TW,Mercuries & Associates Holding Ltd. ,Taiwan,Life and Health Insurance,415,3600,1074,1073840000,TWD,"[]"
7456.TSE,MATSUDA SANGYO Co. Ltd. ,Japan,Environmental and Facilities Services,415,2430,26,26085600,JPY,"[]"
3701.TW,FIC Global Inc. ,Taiwan,Electronic Manufacturing Services,413,409,228,228103008,TWD,"[tech-100]"
6118.TSE,Aida Engineering Ltd. ,Japan,Industrial Machinery and Supplies and Components,404,498,60,59711900,JPY,"[]"
7931.TSE,Mirai Industry Co.Ltd. ,Japan,Electrical Components and Equipment,404,290,17,17210100,JPY,"[]"
005610.KO,SPC Samlip Co. Ltd. ,South Korea,Packaged Foods and Meats,397,2633,8,8105220,KRW,"[]"
6177.TW,Da-Li Development Co.Ltd. ,Taiwan,Real Estate Development,397,125,407,407305984,TWD,"[]"
068400.KO,SK Rent A Car Co. Ltd ,South Korea,Passenger Ground Transportation,396,1019,45,45408000,KRW,"[consumer-50]"
000070.KO,Samyang Holdings Corporation ,South Korea,Packaged Foods and Meats,395,2474,8,7435540,KRW,"[]"
005440.KO,Hyundai G.F. Holdings Co. Ltd. ,South Korea,Trading Companies and Distributors,395,3036,156,155567008,KRW,"[]"
4246.TSE,DaikyoNishikawa Corporation ,Japan,Automotive Parts and Equipment,394,1057,71,71072096,JPY,"[]"
3090.TW,Nichidenbo Corporation ,Taiwan,Technology Distributors,393,320,213,212656992,TWD,"[]"
003530.KO,Hanwha Investment & Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,390,1279,218,213870000,KRW,"[]"
078340.KQ,Com2uS Corporation ,South Korea,Interactive Home Entertainment,385,616,12,12437000,KRW,"[consumer-50]"
1225.TW,Formosa Oilseed Processing Co. Ltd. ,Taiwan,Packaged Foods and Meats,384,489,230,229638000,TWD,"[]"
243070.KQ,Huons Co. Ltd. ,South Korea,Pharmaceuticals,383,396,12,8983760,KRW,"[]"
5213.TWO,YeaShin International Development Co. Ltd. ,Taiwan,Real Estate Development,382,30,475,475100000,TWD,"[]"
3675.TWO,Eris Technology Corporation ,Taiwan,Semiconductors,382,62,50,44428000,TWD,"[]"
1702.TW,Namchow Holdings Co. Ltd. ,Taiwan,Packaged Foods and Meats,381,692,248,248092000,TWD,"[]"
003470.KO,Yuanta Securities Korea Co. Ltd. ,South Korea,Investment Banking and Brokerage,381,1606,206,192680000,KRW,"[]"
6349.TSE,Komori Corporation ,Japan,Industrial Machinery and Supplies and Components,381,679,53,53105500,JPY,"[]"
2617.TW,Taiwan Navigation Co. Ltd. ,Taiwan,Marine Transportation,380,129,417,417294016,TWD,"[]"
2034.TW,YC Inox Co.Ltd ,Taiwan,Steel,379,497,447,447427008,TWD,"[]"
4337.TSE,PIA Corporation ,Japan,Specialized Consumer Services,379,243,16,15267800,JPY,"[]"
032500.KQ,Kmw Inc. ,South Korea,Communications Equipment,378,118,40,38597200,KRW,"[tech-100]"
170900.KO,Dong-A ST Co. Ltd. ,South Korea,Pharmaceuticals,377,480,9,8468130,KRW,"[]"
5304.TSE,Sec CarbonLimited ,Japan,Electrical Components and Equipment,377,223,4,4064940,JPY,"[]"
6630.TSE,Ya-Man Ltd. ,Japan,Personal Care Products,375,288,55,55021200,JPY,"[consumer-50]"
215600.KQ,SillaJen Inc. ,South Korea,Biotechnology,375,5,103,70529104,KRW,"[]"
1887.TSE,JDC Corporation ,Japan,Construction and Engineering,375,1104,83,79578600,JPY,"[]"
237880.KQ,CLIO Cosmetics Co.Ltd ,South Korea,Personal Care Products,375,225,18,16967900,KRW,"[consumer-50]"
2332.TW,D-Link Corporation ,Taiwan,Communications Equipment,374,556,600,594403008,TWD,"[tech-100]"
5036.TSE,Japan Business Systems Inc. ,Japan,Internet Services and Infrastructure,374,597,45,45566000,JPY,"[tech-100]"
2790.TSE,NAFCO Co. Ltd. ,Japan,Home Improvement Retail,374,1386,29,28562600,JPY,"[consumer-50]"
056080.KQ,Yujin Robot Co. Ltd. ,South Korea,Leisure Products,372,30,38,37512200,KRW,"[consumer-50]"
6289.TSE,Giken Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,371,221,27,27217600,JPY,"[]"
3612.TSE,World Co. Ltd. ,Japan,Apparel Retail,371,1502,34,33971000,JPY,"[consumer-50]"
144510.KQ,GC Cell Corporation ,South Korea,Biotechnology,370,141,15,10554100,KRW,"[]"
3563.TW,Machvision Inc. ,Taiwan,Semiconductor Materials and Equipment,368,66,58,44728200,TWD,"[tech-100,semiconductors-25]"
7818.TSE,TRANSACTION CO.Ltd. ,Japan,Household Products,366,160,29,29104500,JPY,"[consumer-50]"
7606.TSE,United Arrows Ltd. ,Japan,Apparel Retail,365,917,28,27664100,JPY,"[consumer-50]"
005180.KO,Binggrae Co. Ltd. ,South Korea,Packaged Foods and Meats,364,1010,9,8841800,KRW,"[]"
001390.KO,KG Chemical Corporation ,South Korea,Fertilizers and Agricultural Chemicals,361,6401,69,68469000,KRW,"[]"
5702.TSE,Daiki Aluminium Industry Co. Ltd. ,Japan,Aluminum,358,1823,41,40511700,JPY,"[]"
4187.TSE,Osaka Organic Chemical Industry Ltd. ,Japan,Diversified Chemicals,356,217,21,21267500,JPY,"[]"
8897.TSE,MIRARTH HOLDINGSInc. ,Japan,Real Estate Development,355,1060,110,109807000,JPY,"[]"
4431.TSE,Smaregi Inc. ,Japan,Application Software,354,43,19,19152300,JPY,"[tech-100]"
7172.TSE,Japan Investment Adviser Co. Ltd. ,Japan,Specialized Finance,353,100,30,30190800,JPY,"[]"
3455.TSE,Healthcare & Medical Investment Corporation ,Japan,Health Care REITs,350,39,0,359500,JPY,"[]"
9066.TSE,Nissin Corporation ,Japan,Marine Ports and Services,350,1255,19,19563600,JPY,"[]"
6676.TSE,Melco Holdings Inc. ,Japan,Technology Hardware Storage and Peripherals,348,989,17,16780500,JPY,"[]"
8215.TW,BenQ Materials Corporation ,Taiwan,Electronic Components,347,512,321,320675008,TWD,"[tech-100]"
3539.TSE,JM Holdings Co.Ltd. ,Japan,Food Retail,347,1089,27,26679100,JPY,"[consumer-50]"
284740.KO,CUCKOO Homesys Co. Ltd ,South Korea,Computer and Electronics Retail,344,698,22,22422400,KRW,"[consumer-50]"
023160.KQ,Tae Kwang Corporation ,South Korea,Industrial Machinery and Supplies and Components,343,236,26,25867200,KRW,"[]"
6524.TSE,Kohoku Kogyo CO.LTD. ,Japan,Electronic Components,343,102,9,8830000,JPY,"[tech-100]"
4765.TSE,SBI Global Asset Management Co. Ltd. ,Japan,Financial Exchanges and Data,343,64,90,89673504,JPY,"[]"
3451.TSE,Tosei Reit Investment Corporation ,Japan,Diversified REITs,343,51,0,364605,JPY,"[]"
097520.KO,MCNEX Co. Ltd ,South Korea,Electronic Components,341,736,18,0,KRW,"[tech-100]"
011930.KO,Shinsung E&G Co.Ltd. ,South Korea,Semiconductor Materials and Equipment,335,477,204,203566000,KRW,"[tech-100,semiconductors-25]"
4371.TSE,Core Concept Technologies Inc. ,Japan,IT Consulting and Other Services,328,96,17,17375200,JPY,"[]"
4298.TSE,Proto Corporation ,Japan,Publishing,327,754,40,40221100,JPY,"[]"
6120.TW,Darwin Precisions Corporation ,Taiwan,Semiconductors,327,441,666,665555008,TWD,"[]"
1307.TW,San Fang Chemical Industry Co. Ltd. ,Taiwan,Commodity Chemicals,325,332,398,397817984,TWD,"[]"
322510.KQ,JLKInc. ,South Korea,Health Care Technology,324,3,16,0,KRW,"[]"
7033.TSE,Management Solutions co.Ltd. ,Japan,Research and Consulting Services,324,112,17,16596600,JPY,"[]"
1444.TW,Lealea Enterprise Co. Ltd. ,Taiwan,Textiles,321,324,984,984390016,TWD,"[]"
9639.TSE,Sankyo Frontier Co.Ltd. ,Japan,Diversified Real Estate Activities,313,351,11,11112600,JPY,"[]"
2226.TSE,KOIKE-YA Inc. ,Japan,Packaged Foods and Meats,310,327,5,5334020,JPY,"[]"
323990.KQ,Vaxcell-Bio Therapeutics Co. Ltd. ,South Korea,Biotechnology,310,-,15,0,KRW,"[]"
4220.TSE,Riken Technos Corporation ,Japan,Commodity Chemicals,309,864,63,63259800,JPY,"[]"
014620.KQ,Sung Kwang Bend Co.Ltd. ,South Korea,Building Products,302,201,28,28828500,KRW,"[]"
014830.KO,UNID Company Ltd. ,South Korea,Commodity Chemicals,302,1044,7,6647320,KRW,"[]"
1786.TSE,Oriental Shiraishi Corporation ,Japan,Construction and Engineering,293,446,133,132489000,JPY,"[]"
7408.TSE,JAMCO Corporation ,Japan,Aerospace and Defense,291,379,27,26824900,JPY,"[]"
4375.TSE,Safie Inc. ,Japan,Application Software,290,70,55,54861200,JPY,"[tech-100]"
2429.TSE,World Holdings Co. Ltd. ,Japan,Human Resource and Employment Services,290,1300,18,17543700,JPY,"[]"
306200.KO,SeAH Steel Corporation ,South Korea,Steel,290,1422,3,2800100,KRW,"[]"
2594.TSE,Key Coffee Inc. ,Japan,Packaged Foods and Meats,289,466,21,21412300,JPY,"[]"
041960.KQ,Komipharm International Co. Ltd. ,South Korea,Pharmaceuticals,289,32,70,57811900,KRW,"[]"
183190.KO,Asia Cement Co.Ltd. ,South Korea,Construction Materials,289,883,39,38944800,KRW,"[]"
3015.TW,FSP Technology Inc. ,Taiwan,Electrical Components and Equipment,289,472,187,187262000,TWD,"[]"
064290.KQ,INTEKPLUS Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,288,66,12,10650800,KRW,"[tech-100,semiconductors-25]"
5809.TSE,TATSUTA Electric Wire and Cable Co. Ltd. ,Japan,Electrical Components and Equipment,288,430,62,61780400,JPY,"[]"
3059.TW,Altek Corporation ,Taiwan,Consumer Electronics,287,378,277,274620000,TWD,"[consumer-50]"
9946.TSE,MINISTOP Co. Ltd. ,Japan,Food Retail,285,574,29,29009800,JPY,"[consumer-50]"
2972.TSE,SANKEI REAL ESTATE Inc. ,Japan,Office REITs,285,43,1,467099,JPY,"[]"
4080.TSE,Tanaka Chemical Corporation ,Japan,Specialty Chemicals,284,384,33,32531800,JPY,"[]"
123890.KO,Korea Asset In Trust Co. Ltd ,South Korea,Diversified REITs,284,175,122,122367000,KRW,"[]"
8157.TSE,Tsuzuki Denki Co. Ltd. ,Japan,Technology Distributors,283,881,18,17920900,JPY,"[]"
4413.TSE,baudroieinc. ,Japan,IT Consulting and Other Services,282,42,8,7924300,JPY,"[]"
2971.TSE,ESCON JAPAN REIT Investment Corporation ,Japan,Diversified REITs,279,39,0,351967,JPY,"[]"
6905.TSE,Cosel Co. Ltd. ,Japan,Electrical Components and Equipment,278,262,33,33133000,JPY,"[]"
058430.KO,POSCO STEELEON Co. Ltd. ,South Korea,Steel,277,819,6,5990590,KRW,"[]"
3708.TW,Swancor Holding Co. LTD. ,Taiwan,Specialty Chemicals,277,259,98,97846096,TWD,"[]"
6330.TSE,Toyo Engineering Corporation ,Japan,Construction and Engineering,275,1394,59,38331100,JPY,"[]"
2536.TW,Hong Pu Real Estate Development Co. Ltd. ,Taiwan,Real Estate Development,275,8,333,332808992,TWD,"[]"
3416.TW,Winmate Inc. ,Taiwan,Electronic Components,274,89,77,73204000,TWD,"[tech-100]"
4592.TSE,SanBio Company Limited ,Japan,Biotechnology,274,-,65,64957100,JPY,"[]"
