symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
4552.TSE,JCR Pharmaceuticals Co. Ltd. ,Japan,Pharmaceuticals,1150,246,125,124776000,JPY,"[]"
8366.TSE,The Shiga Bank Ltd. ,Japan,Regional Banks,1143,683,48,47477100,JPY,"[]"
240810.KQ,Wonik Ips Co. Ltd ,South Korea,Semiconductor Materials and Equipment,1130,674,48,49071500,KRW,"[tech-100,semiconductors-25]"
2412.TSE,Benefit One Inc. ,Japan,Human Resource and Employment Services,1130,286,158,158392992,JPY,"[]"
4478.TSE,freee K.K. ,Japan,Application Software,1128,133,58,57515500,JPY,"[tech-100]"
1833.TSE,Okumura Corporation ,Japan,Construction and Engineering,1127,1822,37,36804900,JPY,"[]"
2637.TW,Wisdom Marine Lines Co. Limited (Cayman) ,Taiwan,Marine Transportation,1123,644,746,746409024,TWD,"[]"
298020.KO,Hyosung TNC Corporation ,South Korea,Commodity Chemicals,1121,5898,4,4315690,KRW,"[]"
8919.TSE,KATITAS CO. Ltd. ,Japan,Real Estate Development,1117,862,78,77733696,JPY,"[]"
2782.TSE,Seria Co. Ltd. ,Japan,Broadline Retail,1117,1478,75,75239600,JPY,"[consumer-50]"
2432.TSE,DeNA Co. Ltd. ,Japan,Interactive Home Entertainment,1117,943,111,111340000,JPY,"[consumer-50]"
2121.TSE,MIXI Inc. ,Japan,Interactive Home Entertainment,1114,1003,74,70174304,JPY,"[consumer-50]"
4974.TSE,Takara Bio Inc. ,Japan,Biotechnology,1113,506,120,120416000,JPY,"[]"
8966.TSE,Heiwa Real Estate REIT Inc. ,Japan,Diversified REITs,1113,114,1,1149930,JPY,"[]"
3050.TSE,DCM Holdings Co. Ltd. ,Japan,Home Improvement Retail,1110,3483,134,134608000,JPY,"[consumer-50]"
005850.KO,SL Corporation ,South Korea,Automotive Parts and Equipment,1108,3629,46,46055500,KRW,"[]"
001440.KO,Taihan Cable & Solution Co. Ltd. ,South Korea,Electrical Components and Equipment,1108,2036,124,123763000,KRW,"[]"
006110.KO,Sam-A Aluminium Company Limited ,South Korea,Aluminum,1108,223,15,14711900,KRW,"[]"
2539.TW,Sakura Development Co.Ltd ,Taiwan,Real Estate Development,1106,171,855,854502016,TWD,"[]"
3596.TW,Arcadyan Technology Corporation ,Taiwan,Communications Equipment,1105,1577,220,220354000,TWD,"[tech-100]"
004000.KO,LOTTE Fine Chemical Co. Ltd. ,South Korea,Diversified Chemicals,1100,1580,26,25470000,KRW,"[]"
9830.TSE,Trusco Nakayama Corporation ,Japan,Trading Companies and Distributors,1091,1779,66,65942300,JPY,"[]"
5481.TSE,Sanyo Special Steel Co. Ltd. ,Japan,Steel,1090,2695,55,54486300,JPY,"[]"
051600.KO,KEPCO Plant Service & Engineering Co.Ltd. ,South Korea,Diversified Support Services,1089,1140,45,45000000,KRW,"[]"
4180.TSE,Appier Group Inc. ,Japan,Application Software,1085,156,102,101721000,JPY,"[tech-100]"
6395.TSE,Tadano Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,1082,1944,127,126774000,JPY,"[]"
9075.TSE,Fukuyama Transporting Co. Ltd. ,Japan,Cargo Ground Transportation,1054,2019,41,40473400,JPY,"[]"
8016.TW,Sitronix Technology Corporation ,Taiwan,Semiconductors,1034,510,120,119531000,TWD,"[]"
6472.TSE,NTN Corporation ,Japan,Industrial Machinery and Supplies and Components,1031,5548,531,530896992,JPY,"[]"
8381.TSE,The San-in Godo BankLtd. ,Japan,Regional Banks,1019,689,153,154380000,JPY,"[]"
2540.TW,JSL Construction & Development Co. Ltd. ,Taiwan,Real Estate Development,1017,196,392,391607008,TWD,"[]"
137400.KQ,People & Technology Inc. ,South Korea,Industrial Machinery and Supplies and Components,1011,327,22,17288400,KRW,"[]"
8609.TSE,Okasan Securities Group Inc. ,Japan,Investment Banking and Brokerage,1010,486,205,205131008,JPY,"[]"
018670.KO,SK Gas Co. Ltd. ,South Korea,Oil and Gas Storage and Transportation,993,5646,9,8975050,KRW,"[]"
005420.KO,Cosmo Chemical Co. Ltd. ,South Korea,Commodity Chemicals,992,650,35,35476300,KRW,"[]"
1904.TW,Cheng Loong Corporation ,Taiwan,Paper and Plastic Packaging Products and Materials,986,1337,1108,1108269952,TWD,"[]"
139130.KO,DGB Financial Group Co. Ltd. ,South Korea,Regional Banks,982,2571,169,166394000,KRW,"[]"
5857.TSE,ARE Holdings Inc. ,Japan,Precious Metals and Minerals,980,2070,77,76643200,JPY,"[]"
2441.TW,Greatek Electronics Inc. ,Taiwan,Semiconductors,979,420,569,568846016,TWD,"[]"
5469.TW,HannStar Board Corporation ,Taiwan,Electronic Components,975,1444,528,528440992,TWD,"[tech-100]"
336260.KO,Doosan Fuel Cell Co. Ltd. ,South Korea,Electrical Components and Equipment,974,217,66,65482700,KRW,"[]"
8850.TSE,Starts Corporation Inc. ,Japan,Diversified Real Estate Activities,974,1650,50,49667200,JPY,"[]"
095340.KQ,ISC Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,969,125,17,13898400,KRW,"[tech-100,semiconductors-25]"
8112.TW,Supreme Electronics Co. Ltd. ,Taiwan,Technology Distributors,968,4358,566,495496000,TWD,"[]"
2451.TW,Transcend Information Inc. ,Taiwan,Technology Hardware Storage and Peripherals,967,345,429,429062016,TWD,"[]"
000080.KO,HITEJINRO Co. Ltd. ,South Korea,Distillers and Vintners,966,1907,70,68649400,KRW,"[consumer-50]"
8524.TSE,North Pacific BankLtd. ,Japan,Regional Banks,964,827,385,385152992,JPY,"[]"
069620.KO,Daewoong pharmaceutical Co.Ltd ,South Korea,Pharmaceuticals,958,1012,12,11506300,KRW,"[]"
9601.TSE,Shochiku Co. Ltd. ,Japan,Movies and Entertainment,956,592,14,13736500,JPY,"[entertainment-100]"
6651.TSE,Nitto Kogyo Corporation ,Japan,Electrical Components and Equipment,955,1041,38,37931100,JPY,"[]"
4553.TSE,Towa Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,946,1508,49,49221800,JPY,"[]"
9682.TSE,DTS Corporation ,Japan,IT Consulting and Other Services,938,748,43,43408000,JPY,"[]"
2023.TW,Yieh Phui Enterprise Co. Ltd. ,Taiwan,Steel,931,2359,1966,1965840000,TWD,"[]"
3222.TSE,United Super Markets Holdings Inc. ,Japan,Food Retail,927,5084,128,128343000,JPY,"[consumer-50]"
375500.KO,DL E&C Co.Ltd. ,South Korea,Construction and Engineering,924,6018,42,37706400,KRW,"[]"
3264.TWO,Ardentec Corporation ,Taiwan,Semiconductors,920,467,474,473920000,TWD,"[]"
9869.TSE,Kato Sangyo Co. Ltd. ,Japan,Food Distributors,911,7484,34,33625000,JPY,"[]"
1333.TSE,Maruha Nichiro Corporation ,Japan,Packaged Foods and Meats,886,7184,51,50450800,JPY,"[]"
9936.TSE,Ohsho Food Service Corp. ,Japan,Restaurants,873,657,19,18805000,JPY,"[]"
2685.TSE,Adastria Co. Ltd. ,Japan,Apparel Retail,866,1811,46,45351000,JPY,"[consumer-50]"
1215.TW,Charoen Pokphand Enterprise (Taiwan) Co. Ltd. ,Taiwan,Packaged Foods and Meats,862,949,295,294791008,TWD,"[]"
1609.TW,Ta Ya Electric Wire & Cable Co. Ltd. ,Taiwan,Electrical Components and Equipment,850,821,712,683432000,TWD,"[]"
6196.TW,Marketech International Corp. ,Taiwan,Semiconductor Materials and Equipment,841,1809,196,196124992,TWD,"[tech-100,semiconductors-25]"
4565.TSE,Sosei Group Corporation ,Japan,Pharmaceuticals,840,106,82,82336496,JPY,"[]"
3962.TSE,CHANGE HoldingsInc. ,Japan,IT Consulting and Other Services,835,155,72,72355400,JPY,"[]"
6139.TW,L&K Engineering Co. Ltd. ,Taiwan,Diversified Support Services,823,1247,226,225540992,TWD,"[]"
9832.TSE,Autobacs Seven Co. Ltd. ,Japan,Automotive Retail,823,1667,78,77948096,JPY,"[consumer-50]"
9907.TW,Ton Yi Industrial Corp. ,Taiwan,Metal Glass and Plastic Containers,809,1275,1579,1579139968,TWD,"[]"
8022.TSE,Mizuno Corporation ,Japan,Leisure Products,807,1543,26,25563500,JPY,"[consumer-50]"
2897.TW,O-Bank Co. Ltd. ,Taiwan,Diversified Banks,807,391,2732,2731470080,TWD,"[]"
336370.KO,Solus Advanced Materials Co. Ltd. ,South Korea,Electronic Components,805,344,45,35106100,KRW,"[tech-100]"
3515.TW,ASROCK Incorporation ,Taiwan,Technology Hardware Storage and Peripherals,803,544,122,121980000,TWD,"[]"
383310.KQ,Ecopro Hn. Co. Ltd. ,South Korea,Environmental and Facilities Services,801,202,15,0,KRW,"[]"
9715.TSE,transcosmos inc. ,Japan,Data Processing and Outsourced Services,800,2556,38,37473100,JPY,"[]"
6183.TSE,BELLSYSTEM24 Holdings Inc. ,Japan,Data Processing and Outsourced Services,791,1118,74,73561600,JPY,"[]"
5191.TSE,Sumitomo Riko Company Limited ,Japan,Automotive Parts and Equipment,789,3938,104,103825000,JPY,"[]"
2457.TW,Phihong Technology Co. Ltd. ,Taiwan,Electrical Components and Equipment,789,437,431,383489984,TWD,"[]"
7516.TSE,Kohnan Shoji Co. Ltd. ,Japan,Home Improvement Retail,788,3169,30,29566000,JPY,"[consumer-50]"
032350.KO,Lotte Tour Development Co. Ltd. ,South Korea,Hotels Resorts and Cruise Lines,780,164,76,75570800,KRW,"[]"
8958.TSE,Global One Real Estate Investment Corp. ,Japan,Office REITs,779,100,1,1022830,JPY,"[]"
7222.TSE,Nissan Shatai Co. Ltd. ,Japan,Automobile Manufacturers,779,2231,136,135454000,JPY,"[]"
9956.TSE,Valor Holdings Co. Ltd. ,Japan,Food Retail,776,5323,54,53558500,JPY,"[consumer-50]"
1890.TSE,Toyo Construction Co. Ltd. ,Japan,Construction and Engineering,776,1211,94,94020200,JPY,"[]"
5911.TSE,Yokogawa Bridge Holdings Corp. ,Japan,Construction and Engineering,771,1174,41,40749600,JPY,"[]"
1905.TW,Chung Hwa Pulp Corporation ,Taiwan,Paper Products,763,719,1087,1086889984,TWD,"[]"
025900.KQ,Dongwha Enterprise Co.Ltd ,South Korea,Forest Products,760,766,18,16188100,KRW,"[]"
5310.TSE,Toyo Tanso Co. Ltd. ,Japan,Electrical Components and Equipment,755,326,21,20972500,JPY,"[]"
3244.TSE,Samty Co. Ltd. ,Japan,Diversified Real Estate Activities,746,1128,47,46522100,JPY,"[]"
3576.TW,United Renewable Energy Co. Ltd. ,Taiwan,Semiconductors,737,573,1609,1626729984,TWD,"[]"
3191.TSE,Joyful Honda Co.Ltd. ,Japan,Home Improvement Retail,728,914,62,62134300,JPY,"[consumer-50]"
1766.TSE,Token Corporation ,Japan,Homebuilding,724,2272,13,13444100,JPY,"[]"
3715.TW,Dynamic Holding Co. Ltd. ,Taiwan,Electronic Components,723,480,278,277518016,TWD,"[tech-100]"
100090.KO,SK oceanplant Co.Ltd ,South Korea,Construction Machinery and Heavy Transportation Equipment,722,629,53,53235000,KRW,"[]"
1707.TW,Grape King Bio Ltd ,Taiwan,Personal Care Products,718,337,148,148136992,TWD,"[consumer-50]"
6691.TW,Yankey Engineering Co. Ltd. ,Taiwan,Construction and Engineering,709,506,87,87388800,TWD,"[]"
1232.TW,TTET Union Corporation ,Taiwan,Packaged Foods and Meats,703,799,160,159975008,TWD,"[]"
9025.TSE,Konoike Transport Co.Ltd. ,Japan,Air Freight and Logistics,702,2160,53,52990600,JPY,"[]"
9842.TSE,Arclands Corporation ,Japan,Home Improvement Retail,696,2334,64,67325904,JPY,"[consumer-50]"
8081.TW,Global Mixed-Mode Technology Inc. ,Taiwan,Semiconductors,695,236,86,85729000,TWD,"[]"
1304.TW,USI Corporation ,Taiwan,Commodity Chemicals,691,1842,1072,1072300032,TWD,"[]"
348370.KQ,Enchem Co. Ltd. ,South Korea,Commodity Chemicals,686,421,16,0,KRW,"[]"
000210.KO,DL Holdings CO. LTD. ,South Korea,Commodity Chemicals,682,4046,23,20930700,KRW,"[]"
1789.TW,ScinoPharm Taiwan Ltd. ,Taiwan,Pharmaceuticals,675,100,791,790739008,TWD,"[]"
6366.TSE,Chiyoda Corporation ,Japan,Construction and Engineering,671,3346,259,258972000,JPY,"[]"
298380.KQ,ABL Bio Inc. ,South Korea,Biotechnology,670,74,48,45303400,KRW,"[]"
3738.TSE,T-Gaia Corporation ,Japan,Computer and Electronics Retail,665,3054,56,55791700,JPY,"[consumer-50]"
9110.TSE,NS United Kaiun Kaisha Ltd. ,Japan,Marine Transportation,663,1687,24,23566000,JPY,"[]"
6420.TSE,Fukushima Galilei Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,662,745,20,20063200,JPY,"[]"
3101.TSE,Toyobo Co. Ltd. ,Japan,Commodity Chemicals,657,2738,88,88011200,JPY,"[]"
2733.TSE,Arata Corporation ,Japan,Distributors,656,6272,17,17077500,JPY,"[]"
3006.TW,Elite Semiconductor Microelectronics Tech Inc ,Taiwan,Semiconductors,656,381,273,272462016,TWD,"[]"
7864.TSE,Fuji Seal International Inc. ,Japan,Metal Glass and Plastic Containers,653,1296,55,54770500,JPY,"[]"
003030.KO,SeAH Steel Holdings Corporation ,South Korea,Steel,650,3083,4,4040460,KRW,"[]"
8070.TW,Chang Wah Electromaterials Inc. ,Taiwan,Technology Distributors,649,601,673,673372992,TWD,"[]"
299030.KQ,Hana Technology Co. Ltd. ,South Korea,Industrial Machinery and Supplies and Components,649,92,8,0,KRW,"[]"
6804.TSE,Hosiden Corporation ,Japan,Electronic Components,648,1814,50,51678200,JPY,"[tech-100]"
2340.TW,Taiwan-Asia Semiconductor Corporation ,Taiwan,Semiconductors,645,121,438,437868000,TWD,"[]"
8336.TSE,The Musashino Bank Ltd. ,Japan,Regional Banks,639,532,33,33144600,JPY,"[]"
3459.TSE,Samty Residential Investment Corporation ,Japan,Multi-Family Residential REITs,636,79,1,838726,JPY,"[]"
5536.TWO,Acter Group Corporation Limited ,Taiwan,Construction and Engineering,626,909,123,123178000,TWD,"[]"
8714.TSE,Senshu Ikeda Holdings Inc. ,Japan,Regional Banks,619,603,280,280342016,JPY,"[]"
3704.TW,Zyxel Group Corporation ,Taiwan,Communications Equipment,615,1066,396,395303008,TWD,"[tech-100]"
8892.TSE,ES-CON JAPAN Ltd. ,Japan,Homebuilding,609,737,95,95258096,JPY,"[]"
6223.TWO,MPI Corporation ,Taiwan,Semiconductor Materials and Equipment,600,245,94,94231104,TWD,"[tech-100,semiconductors-25]"
2820.TW,China Bills Finance Corporation ,Taiwan,Investment Banking and Brokerage,599,58,1343,1342960000,TWD,"[]"
8422.TW,Cleanaway Company Limited ,Taiwan,Environmental and Facilities Services,598,173,109,109123000,TWD,"[]"
1961.TSE,Sanki Engineering Co. Ltd. ,Japan,Construction and Engineering,595,1370,54,54511700,JPY,"[]"
178920.KO,PI Advanced Materials Co. Ltd. ,South Korea,Commodity Chemicals,590,172,29,0,KRW,"[]"
2692.TSE,ITOCHU-SHOKUHIN Co. Ltd. ,Japan,Food Distributors,583,4494,13,12687100,JPY,"[]"
2362.TW,Clevo Co. ,Taiwan,Technology Hardware Storage and Peripherals,574,718,585,585216000,TWD,"[]"
002840.KO,Miwon Commercial Co. Ltd. ,South Korea,Specialty Chemicals,572,325,5,4770000,KRW,"[]"
6080.TSE,M&A Capital Partners Co.Ltd. ,Japan,Investment Banking and Brokerage,571,156,32,31758600,JPY,"[]"
1720.TSE,Tokyu Construction Co. Ltd. ,Japan,Construction and Engineering,564,2008,105,105132000,JPY,"[]"
2520.TW,Kindom Development Co. Ltd. ,Taiwan,Real Estate Development,559,666,543,553169984,TWD,"[]"
8079.TSE,Shoei Foods Corporation ,Japan,Food Distributors,552,758,17,16836700,JPY,"[]"
6379.TSE,RAIZNEXT Corporation ,Japan,Construction and Engineering,545,973,54,54099100,JPY,"[]"
9413.TSE,TV TOKYO Holdings Corporation ,Japan,Broadcasting,542,1033,27,27048400,JPY,"[consumer-50,entertainment-100]"
2511.TW,Prince Housing & Development Corp. ,Taiwan,Real Estate Development,539,280,1623,1622669952,TWD,"[]"
2401.TW,Sunplus Technology Company Limited ,Taiwan,Semiconductors,531,167,588,588435008,TWD,"[]"
268280.KO,Miwon Specialty Chemical Co. Ltd. ,South Korea,Specialty Chemicals,526,379,5,4956000,KRW,"[]"
9887.TSE,Matsuya Foods Holdings Co. Ltd. ,Japan,Restaurants,526,759,19,19063700,JPY,"[]"
060280.KQ,Curexo Inc. ,South Korea,Food Distributors,522,56,41,33357300,KRW,"[]"
3545.TW,FocalTech Systems Co. Ltd. ,Taiwan,Semiconductors,504,387,215,214644992,TWD,"[]"
7599.TSE,IDOM Inc. ,Japan,Automotive Retail,500,2764,100,100407000,JPY,"[consumer-50]"
003380.KQ,Harim Holdings Co. Ltd. ,South Korea,Packaged Foods and Meats,499,10046,96,93584200,KRW,"[]"
294870.KO,HDC Hyundai Development Company ,South Korea,Construction and Engineering,490,2780,65,64178800,KRW,"[]"
2355.TW,Chin-Poon Industrial Co. Ltd. ,Taiwan,Electronic Components,485,542,398,397495008,TWD,"[tech-100]"
1712.TW,Sinon Corporation ,Taiwan,Fertilizers and Agricultural Chemicals,477,660,421,420492000,TWD,"[]"
5530.TWO,Lungyen Life Service Corporation ,Taiwan,Specialized Consumer Services,477,124,420,420084000,TWD,"[]"
001470.KO,Sambu Engineering & Construction Co. Ltd ,South Korea,Construction and Engineering,476,454,204,204259008,KRW,"[]"
6443.TW,TSEC Corporation ,Taiwan,Semiconductors,474,310,539,512796992,TWD,"[]"
7917.TSE,Fujimori Kogyo Co. Ltd. ,Japan,Commodity Chemicals,473,885,19,18823600,JPY,"[]"
1663.TSE,K&O Energy Group Inc. ,Japan,Gas Utilities,471,744,27,26599200,JPY,"[]"
2874.TSE,Yokorei Co.Ltd. ,Japan,Food Distributors,471,897,59,58801500,JPY,"[]"
7366.TSE,LITALICO Inc. ,Japan,Education Services,471,177,36,35676700,JPY,"[consumer-50]"
6455.TSE,Morita Holdings Corporation ,Japan,Construction Machinery and Heavy Transportation Equipment,470,578,44,43806900,JPY,"[]"
7718.TSE,Star Micronics Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,470,630,37,37215300,JPY,"[]"
4536.TW,Topkey Corporation ,Taiwan,Leisure Products,470,365,91,90820000,TWD,"[consumer-50]"
6340.TSE,Shibuya Corporation ,Japan,Industrial Machinery and Supplies and Components,468,677,28,27667100,JPY,"[]"
3376.TW,Shin Zu Shing Co. Ltd. ,Taiwan,Industrial Machinery and Supplies and Components,468,322,188,187748000,TWD,"[]"
4617.TSE,Chugoku Marine Paints Ltd. ,Japan,Specialty Chemicals,468,724,50,49554000,JPY,"[]"
000640.KO,Dong-A Socio Holdings Co. Ltd. ,South Korea,Pharmaceuticals,465,813,6,6250720,KRW,"[]"
272290.KQ,INNOX Advanced Materials Co.Ltd. ,South Korea,Semiconductor Materials and Equipment,462,317,20,9005240,KRW,"[tech-100,semiconductors-25]"
8016.TSE,Onward Holdings Co. Ltd. ,Japan,Apparel Accessories and Luxury Goods,462,1299,136,135716992,JPY,"[consumer-50]"
8117.TSE,Central Automotive Products Ltd. ,Japan,Distributors,460,260,18,18381700,JPY,"[]"
6287.TSE,Sato Holdings Corporation ,Japan,Office Services and Supplies,458,990,32,32389200,JPY,"[]"
7447.TSE,Nagaileben Co. Ltd. ,Japan,Health Care Supplies,458,124,32,32104300,JPY,"[]"
7095.TSE,Macbee Planet Inc. ,Japan,Advertising,454,171,4,3577980,JPY,"[]"
8508.TSE,J Trust Co. Ltd. ,Japan,Consumer Finance,450,710,137,137428992,JPY,"[consumer-50]"
8818.TSE,Keihanshin Building Co. Ltd. ,Japan,Real Estate Operating Companies,447,133,49,48975000,JPY,"[]"
6999.TSE,KOA Corporation ,Japan,Electronic Components,445,508,37,37075100,JPY,"[tech-100]"
7128.TSE,MARUKA FURUSATO Corporation ,Japan,Trading Companies and Distributors,439,1180,24,25327800,JPY,"[]"
2168.TSE,Pasona Group Inc. ,Japan,Human Resource and Employment Services,437,2667,40,39174200,JPY,"[]"
6202.TW,Holtek Semiconductor Inc. ,Taiwan,Semiconductors,435,125,226,226168000,TWD,"[]"
2605.TW,Sincere Navigation Corporation ,Taiwan,Marine Transportation,432,146,585,585353024,TWD,"[]"
2338.TW,Taiwan Mask Corporation ,Taiwan,Semiconductor Materials and Equipment,430,238,206,212654000,TWD,"[tech-100,semiconductors-25]"
5805.TSE,SWCC Corporation ,Japan,Electrical Components and Equipment,430,1435,30,29881900,JPY,"[]"
4343.TSE,AEON Fantasy Co.LTD. ,Japan,Leisure Facilities,430,539,20,19766900,JPY,"[consumer-50]"
8942.TWO,Xxentria Technology Materials Co. Ltd. ,Taiwan,Building Products,429,183,182,182424000,TWD,"[]"
249420.KO,Ildong Pharmaceutical Co. Ltd. ,South Korea,Pharmaceuticals,429,468,28,26785300,KRW,"[]"
6364.TSE,Hokuetsu Industries Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,426,348,30,28207900,JPY,"[]"
4008.TSE,Sumitomo Seika Chemicals Company Limited. ,Japan,Specialty Chemicals,420,970,14,13499500,JPY,"[]"
6222.TSE,Shima Seiki Mfg.Ltd. ,Japan,Industrial Machinery and Supplies and Components,418,279,35,34515000,JPY,"[]"
068240.KQ,Dawonsys Co.Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,417,238,34,26441900,KRW,"[]"
257720.KQ,SILICON2 Co. Ltd. ,South Korea,Distributors,416,174,60,0,KRW,"[]"
7942.TSE,JSP Corporation ,Japan,Commodity Chemicals,406,918,30,29808200,JPY,"[]"
8200.TSE,Ringer Hut Co.Ltd. ,Japan,Restaurants,405,278,26,25906400,JPY,"[]"
182400.KQ,NKMAX CO. Ltd. ,South Korea,Biotechnology,402,8,41,24864900,KRW,"[]"
3182.TSE,Oisix ra daichi Inc. ,Japan,Food Retail,397,806,37,36558100,JPY,"[consumer-50]"
001530.KO,Di Dong Il Corporation ,South Korea,Textiles,394,629,19,19368700,KRW,"[]"
8059.TSE,Daiichi Jitsugyo Co. Ltd. ,Japan,Trading Companies and Distributors,394,1096,32,31676300,JPY,"[]"
9722.TSE,Fujita Kanko Inc. ,Japan,Hotels Resorts and Cruise Lines,393,378,12,11985500,JPY,"[]"
4362.TSE,Nippon Fine Chemical Co. Ltd. ,Japan,Specialty Chemicals,393,246,23,22809100,JPY,"[]"
025540.KO,Korea Electric Terminal Co. Ltd. ,South Korea,Electrical Components and Equipment,388,955,10,10315000,KRW,"[]"
2208.TSE,Bourbon Corporation ,Japan,Packaged Foods and Meats,380,687,24,24024400,JPY,"[]"
7508.TSE,G-7 Holdings Inc. ,Japan,Food Retail,375,1245,44,44063300,JPY,"[consumer-50]"
3033.TW,Weikeng Industrial Co. Ltd. ,Taiwan,Technology Distributors,364,2245,427,428071008,TWD,"[]"
4438.TW,Quang Viet Enterprise Co. Ltd. ,Taiwan,Apparel Accessories and Luxury Goods,361,630,103,103425000,TWD,"[consumer-50]"
4820.TSE,EM Systems Co. Ltd. ,Japan,Health Care Technology,356,129,71,70649600,JPY,"[]"
4053.TSE,Sun* Inc. ,Japan,IT Consulting and Other Services,355,81,38,38055800,JPY,"[]"
5609.TWO,Dimerco Express Corporation ,Taiwan,Air Freight and Logistics,355,927,143,139888000,TWD,"[]"
083310.KQ,LOT VACUUM Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,351,340,16,13005600,KRW,"[tech-100,semiconductors-25]"
006730.KQ,Seobu T&D Co. Ltd. ,South Korea,Hotels Resorts and Cruise Lines,345,115,59,55438900,KRW,"[]"
034310.KO,NICE Holdings Co. Ltd. ,South Korea,Specialized Finance,338,2095,35,35923200,KRW,"[]"
200880.KO,Seoyon E-Hwa Co. Ltd. ,South Korea,Automotive Parts and Equipment,332,2456,27,27022800,KRW,"[]"
5531.TW,Shining Building Business Co.Ltd. ,Taiwan,Real Estate Development,329,106,1078,977588992,TWD,"[]"
049070.KQ,Intops Co. Ltd. ,South Korea,Electronic Components,327,548,16,16795000,KRW,"[tech-100]"
6381.TSE,ANEST IWATA Corporation ,Japan,Industrial Machinery and Supplies and Components,325,351,41,40466900,JPY,"[]"
2484.TSE,Demae-Can Co.Ltd ,Japan,Restaurants,323,364,132,131664000,JPY,"[]"
6191.TSE,AirTrip Corp. ,Japan,Hotels Resorts and Cruise Lines,317,151,22,22367200,JPY,"[]"
4306.TW,Yem Chio Co. Ltd. ,Taiwan,Paper and Plastic Packaging Products and Materials,313,408,621,614587008,TWD,"[]"
3694.TSE,OPTiM Corporation ,Japan,Systems Software,313,65,55,55054200,JPY,"[tech-100]"
6620.TSE,Miyakoshi Holdings Inc. ,Japan,Real Estate Operating Companies,307,9,40,40014000,JPY,"[]"
2472.TW,Lelon Electronics Corp. ,Taiwan,Electronic Components,299,298,164,164735008,TWD,"[tech-100]"
218410.KQ,RFHIC Corporation ,South Korea,Semiconductors,293,88,26,23442900,KRW,"[]"
6517.TSE,Denyo Co. Ltd. ,Japan,Electrical Components and Equipment,292,473,21,21437200,JPY,"[]"
2489.TW,AmTRAN Technology Co.Ltd ,Taiwan,Consumer Electronics,289,469,780,740099968,TWD,"[consumer-50]"
036810.KQ,Fine Semitech Corp. ,South Korea,Semiconductor Materials and Equipment,288,172,20,18238900,KRW,"[tech-100,semiconductors-25]"
6187.TWO,All Ring Tech Co. Ltd. ,Taiwan,Electronic Equipment and Instruments,286,44,82,80556000,TWD,"[tech-100]"
119860.KQ,Connectwave Co. Ltd. ,South Korea,Interactive Media and Services,285,366,38,13074800,KRW,"[consumer-50,entertainment-100]"
9534.TSE,Hokkaido Gas Co. Ltd. ,Japan,Gas Utilities,283,1261,18,17618000,JPY,"[]"
4365.TSE,Matsumoto Yushi-Seiyaku Co.Ltd. ,Japan,Specialty Chemicals,282,274,3,2901740,JPY,"[]"
286940.KO,Lotte Data Communication Company ,South Korea,IT Consulting and Other Services,277,855,15,15129400,KRW,"[]"
6197.TW,Jess-link Products Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,276,144,122,122086000,TWD,"[]"
001820.KO,SAMWHA CAPACITOR Co.LTD ,South Korea,Electronic Components,273,206,10,10261000,KRW,"[tech-100]"
3431.TSE,Miyaji Engineering GroupInc. ,Japan,Construction and Engineering,272,440,14,13610900,JPY,"[]"
4719.TSE,Alpha Systems Inc. ,Japan,Systems Software,268,246,14,14039200,JPY,"[tech-100]"
2150.TSE,CareNet Inc. ,Japan,Health Care Technology,264,70,45,44564300,JPY,"[]"
1310.TW,Taiwan Styrene Monomer Corporation ,Taiwan,Commodity Chemicals,264,325,528,527870016,TWD,"[]"
033500.KQ,Dongsung FineTec Co. Ltd. ,South Korea,Specialty Chemicals,261,370,29,26983600,KRW,"[]"
8033.TW,Thunder Tiger Corp. ,Taiwan,Leisure Products,260,35,143,142630000,TWD,"[consumer-50]"
2471.TSE,S-Pool Inc. ,Japan,Human Resource and Employment Services,258,187,79,79003600,JPY,"[]"
042600.KQ,Seronics Co. Ltd. ,South Korea,Electronic Components,257,156,12,12231600,KRW,"[tech-100]"
9470.TSE,Gakken Holdings Co. Ltd. ,Japan,Publishing,257,1095,44,43949200,JPY,"[]"
8028.TW,Phoenix Silicon International Corporation ,Taiwan,Semiconductors,249,111,153,152628000,TWD,"[]"
004690.KO,Samchully Co.Ltd ,South Korea,Gas Utilities,248,4696,3,3424020,KRW,"[]"
8109.TWO,P-Duke Technology Co.Ltd. ,Taiwan,Electrical Components and Equipment,245,63,79,78546096,TWD,"[]"
6565.TSE,Abhotel Co. Ltd. ,Japan,Hotels Resorts and Cruise Lines,244,64,14,14175700,JPY,"[]"
027410.KO,BGF Co. Ltd. ,South Korea,Industrial Conglomerates,244,330,96,95708800,KRW,"[]"
